R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2020,27.095816669291562,27.095816669291562,160.5620916477527,220.3133267011223,14.038012533422469,206.2753141676998,5129.259098484998,799.6950559086958
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2025,25.234305006258843,25.234305006258843,154.73343279243534,205.85998447234567,13.756005599903387,192.1039788724423,4879.1300855967875,738.0777148125313
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2030,23.617601301373337,23.617601301373337,148.87725502599903,193.82532266742726,14.029002527413708,179.79632014001356,4674.35212328403,682.3942203582454
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2035,22.213796725106196,22.213796725106196,143.15021968854205,183.94062254201188,14.83120043989252,169.10942210211937,4508.76746016437,687.2295505345832
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2040,20.9931934287366,20.9931934287366,137.64458393728373,175.3274904074002,15.510289739453123,159.81720066794708,4387.102351688156,717.4061414931545
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2045,19.928848864125495,19.928848864125495,132.40840342309613,167.7563146587407,16.041767331137805,151.7145473276029,4306.96982268572,770.5538444659561
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2050,18.99678335719654,18.99678335719654,127.46097166537193,161.7059073002389,17.086997930843662,144.61890936939523,4264.063499299393,843.3112084844283
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2055,18.175971601529426,18.175971601529426,122.80422814857283,155.86645366081223,17.496228538150095,138.37022512266213,4254.9496327684155,932.030860656779
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2060,17.448204638582084,17.448204638582084,118.43090903702318,151.28919511149113,18.459321872559894,132.8298732389312,4271.168455216999,1026.3421735918014
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2070,16.198988270371714,16.198988270371714,110.40405475121487,145.1467134995149,21.82688758485413,123.3198259146608,4332.035598179322,1179.2921711744468
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2080,15.166772326147372,15.166772326147372,103.41449825827141,145.2117392047709,29.74997753600118,115.46176166876974,4363.921869656694,1232.734074757042
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2090,14.282276259296522,14.282276259296522,97.38356992366272,149.7674645091567,41.03920367166161,108.72826083749509,4313.090033894976,1200.0751417743152
AFR,rur,comm,perm,s1,biomass_solid,electricity,SSP2,2100,13.430240790563465,13.430240790563465,90.80760074137633,148.70529106779892,46.32874832310505,102.37654274469388,4159.376422016639,1129.4536928364087
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2020,15.044610066268309,15.044610066268309,47.54670611579741,122.32619275056284,7.7944292009829725,114.53176354957986,1518.9100518338832,444.0205820297028
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2025,14.011029220703985,14.011029220703985,45.820685192686554,114.30115698054499,7.637848412019167,106.66330856852584,1444.8401979544774,409.8083314291348
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2030,13.11337490269328,13.11337490269328,44.086515187900616,107.61906297516097,7.789426508877698,99.82963646628329,1384.1999964381823,378.89077424930605
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2035,12.333930137581941,12.333930137581941,42.390587691473286,102.13070804476567,8.234836770425977,93.8958712743397,1335.1659733140737,381.57553027373643
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2040,11.656205569879477,11.656205569879477,40.76022250178958,97.34837518540196,8.61189252922719,88.73648265617476,1299.1376985362588,398.3307013639755
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2045,11.065241689879096,11.065241689879096,39.20965017478177,93.14457545223098,8.906988750950774,84.23758670128021,1275.4083252598543,427.8402923427187
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2050,10.54772408637342,10.54772408637342,37.744584034973506,89.78516316520644,9.48733984333642,80.29782332187003,1262.7026216442098,468.2379000058549
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2055,10.091978723429417,10.091978723429417,36.36559841520268,86.54288026671023,9.71455997065064,76.8283202960596,1260.0037633435968,517.4983666092626
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2060,9.687895306774484,9.687895306774484,35.07054230068935,84.00141525412472,10.249305383493065,73.75210987063166,1264.8065880732004,569.8635322455018
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2070,8.99428369222658,8.99428369222658,32.69357724122445,80.59087990036285,12.11910372294191,68.47177617742094,1282.830968108116,654.7870871025336
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2080,8.42115882298213,8.42115882298213,30.623783649062684,80.62698460177093,16.518299373192736,64.1086852285782,1292.2733412297173,684.4600292531684
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2090,7.930053550420093,7.930053550420093,28.837865353000723,83.15649355178928,22.786499635758947,60.369993916030346,1277.2206825899914,666.326569100201
AFR,rur,comm,perm,s1,coal,electricity,SSP2,2100,7.456971615053936,7.456971615053936,26.890545964300546,82.56673516027747,25.723452512169263,56.84328264810823,1231.7019934930051,627.1149013141104
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2020,9.151995173056664,9.151995173056664,21.692846621591475,74.41394098350102,4.741537209003015,69.672403774498,692.9919121263233,270.1083115862777
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2025,8.523243289944272,8.523243289944272,20.905361846787503,69.5321202976622,4.646285380052685,64.88583491760951,659.198067908167,249.2961834563307
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2030,7.977178755930162,7.977178755930162,20.114159111674994,65.4672431215332,4.738493952079552,60.72874916945365,631.5314071023824,230.48829592591957
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2035,7.503023912656223,7.503023912656223,19.340404249039537,62.1285458996391,5.0094476388022375,57.11909826083687,609.1599826694247,232.1214970567043
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2040,7.090747891871303,7.090747891871303,18.59656172275804,59.21933874476665,5.238819651001368,53.98051909376529,592.722338452317,242.3140673035875
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2045,6.7312504669855695,6.7312504669855695,17.88912412269106,56.66206709103366,5.418333721892408,51.24373336914125,581.8959806039593,260.26545540901196
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2050,6.416432164042829,6.416432164042829,17.22069811253638,54.618456462310654,5.7713751349340745,48.84708132737658,576.0990936617875,284.8402837824357
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2055,6.139191388548355,6.139191388548355,16.591545727665594,52.64609843465869,5.909598558410217,46.73649987624847,574.8677587502568,314.80660066193855
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2060,5.893377807306944,5.893377807306944,16.000685582880728,51.10006464417948,6.234896948758809,44.86516769542067,577.0590133860534,346.6615800214864
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2070,5.471437316956875,5.471437316956875,14.916212173967342,49.025354634537265,7.372339880269689,41.65301475426757,585.2825086271896,398.3226041814339
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2080,5.1227917878677385,5.1227917878677385,13.971883563211025,49.047317985974296,10.048475531533935,38.99884245444036,589.5905242339039,416.3733627030874
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2090,4.824040735895909,4.824040735895909,13.157071038048098,50.58607861857645,13.861571271109895,36.72450734746656,582.7228557507502,405.34234634252226
AFR,rur,comm,perm,s1,electricity,electricity,SSP2,2100,4.536253709892695,4.536253709892695,12.268620411985694,50.22731452155978,15.648189763217648,34.579124758342125,561.9552774800719,381.48895348779587
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2020,0.0060285715539460496,0.0060285715539460496,0.019052585489973073,0.0490177016177341,0.00312332950627428,0.045894372111459816,0.6086470763385993,0.17792484075027912
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2025,0.005614402217546523,0.005614402217546523,0.0183609463275939,0.045801965024551326,0.0030605855300485634,0.04274137949450277,0.5789663188632185,0.16421554537512909
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2030,0.005254700417549522,0.005254700417549522,0.01766604169849479,0.04312436279085256,0.0031213248399857498,0.040003037950866814,0.5546669986352551,0.1518264767405208
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2035,0.00494236673762852,0.00494236673762852,0.01698646142564736,0.04092510742956039,0.00329980659574241,0.03762530083381797,0.5350184265770935,0.15290229372805628
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2040,0.004670793638655408,0.004670793638655408,0.016333152712186227,0.03900876410360108,0.003450897740910611,0.03555786636269047,0.5205814243479688,0.15961630865705825
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2045,0.004433986700486435,0.004433986700486435,0.015711818222030053,0.037324246688258546,0.003569146701076939,0.03375509998718161,0.5110727547021761,0.17144118667692393
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2050,0.004226610645476889,0.004226610645476889,0.01512474708451192,0.035978086371583715,0.003801700931595329,0.03217638543998839,0.5059814135267143,0.18762903509556453
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2055,0.004043987515019862,0.004043987515019862,0.014572169397607769,0.03467886108607108,0.003892750860913289,0.030786110225157794,0.5048999435571575,0.20736834578857266
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2060,0.003882066019542269,0.003882066019542269,0.014053223533147563,0.03366046288474436,0.004107030277765571,0.02955343260697879,0.5068244981362147,0.22835175074194156
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2070,0.003604126793298632,0.003604126793298632,0.013100742589912505,0.032293816809361116,0.004856282873440449,0.02743753393592067,0.5140471016527517,0.26238172658171877
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2080,0.0033744681702342237,0.0033744681702342237,0.012271349279339015,0.03230828441376758,0.006619098000021751,0.025689186413745832,0.5178307818302935,0.27427206053982095
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2090,0.00317767590692292,0.00317767590692292,0.011555708605010649,0.03332189212306707,0.009130847818298626,0.02419104430476845,0.5117989891348033,0.2670057486131543
AFR,rur,comm,perm,s1,gas,electricity,SSP2,2100,0.0029881058059860076,0.0029881058059860076,0.010775392230330012,0.0330855683861908,0.010307723226964821,0.02277784515922598,0.4935590569462517,0.2512931219764985
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2020,12.428521577073562,12.428521577073562,39.27886866299592,101.05504359001097,6.439065624064148,94.61597796594681,1254.7886764561272,366.8103965548471
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2025,11.574668816248684,11.574668816248684,37.85298336646666,94.4254712857888,6.309712473319758,88.11575881246907,1193.5987371301753,338.5472715610666
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2030,10.833106488553401,10.833106488553401,36.420366022012395,88.9053182768475,6.434932843875401,82.4703854329721,1143.5031846599834,313.0059298564069
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2035,10.189198401954462,10.189198401954462,35.01934124374115,84.3713265432693,6.80289127027969,77.56843527298962,1102.9956266886102,315.2238370025591
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2040,9.629322514438224,9.629322514438224,33.672478224359224,80.42058758281496,7.11438127313468,73.30620630968028,1073.2322636962558,329.06547227922283
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2045,9.14112060681484,9.14112060681484,32.39153298625524,76.94778134465244,7.35816358077779,69.58961776387466,1053.6291615572877,353.4436772706809
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2050,8.713593494207508,8.713593494207508,31.18122537118053,74.17253307186515,7.837598145085663,66.33493492677948,1043.1328369019518,386.81659529787953
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2055,8.337097124291798,8.337097124291798,30.04202984189744,71.49404670476727,8.025307247810638,63.468739456956634,1040.903279708764,427.5112207745195
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2060,8.003279269221519,8.003279269221519,28.972169420465608,69.39451387527428,8.467066447572497,60.92744742770179,1044.8709472348019,470.7706730394315
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2070,7.430278913652383,7.430278913652383,27.008531851967778,66.57703226272447,10.011727884852332,56.56530437787215,1059.7610902969375,540.9269768124697
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2080,6.956814013462293,6.956814013462293,25.29865208728791,66.60685876289392,13.645952887822991,52.96090587507092,1067.5615409313739,565.4401280460635
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2090,6.551106424503899,6.551106424503899,23.823284897279333,68.69651455488663,18.824183620877402,49.872330934009234,1055.1263703359602,550.4598726724518
AFR,rur,comm,perm,s1,oil,electricity,SSP2,2100,6.160288117132538,6.160288117132538,22.21458244943328,68.20930851519462,21.250433423058684,46.95887509213594,1017.5228693435943,518.0666729162702
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2020,90.89101693753595,90.89101693753595,0,1694.8274402285394,182.95874999762805,1511.8686902309112,0,2682.5209868590923
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2025,84.64670660138667,84.64670660138667,0,1581.2885184891345,173.28682862197812,1408.001689867156,0,2475.829937034622
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2030,79.22358739387228,79.22358739387228,0,1478.745680423292,160.95141049143328,1317.7942699318583,0,2289.0435596641714
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2035,74.51462338385355,74.51462338385355,0,1386.8567481550758,147.390738705433,1239.4660094496428,0,2305.263335666659
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2040,70.42019522041575,70.42019522041575,0,1305.6093068143027,134.24945299235696,1171.3598538219458,0,2406.4885939229634
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2045,66.84992601503451,66.84992601503451,0,1243.1999615054092,131.22747520545983,1111.9724862999494,0,2584.768836592307
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2050,63.723377632704235,63.723377632704235,0,1211.3169507455384,151.35104074982183,1059.9659099957166,0,2828.8283121251484
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2055,60.97002215733599,60.97002215733599,0,1182.0170712012261,167.85009796006142,1014.1669732411647,0,3126.4321639225664
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2060,58.528778914435435,58.528778914435435,0,1169.8818111781766,196.32214269091642,973.5596684872601,0,3442.792849637122
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2070,54.338370208019164,54.338370208019164,0,1221.8935917851536,318.03660609272083,903.8569856924328,0,3955.8528910043683
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2080,50.87587420665024,50.87587420665024,0,1374.8718015488807,528.6094987074572,846.2623028414237,0,4135.1200089862305
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2090,47.90889417531666,47.90889417531666,0,1547.7313937768383,750.8214292088952,796.9099645679431,0,4025.5679084956805
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,2100,45.28273815314139,45.28273815314139,0,1627.2373935884345,874.0105475438106,753.2268460446239,0,3808.178619161147
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2020,57.593222653972305,57.593222653972305,356.29250109461384,458.5994114156208,27.06065307355311,431.53875834206764,10902.44169107317,1699.7832533472977
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2025,52.7838557892283,52.7838557892283,337.8659798829837,422.03617911975886,26.527418644750583,395.5087604750083,10205.920026374757,1543.874010013153
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2030,48.373998504155196,48.373998504155196,318.2957825902046,389.2751658314154,26.802709719190606,362.4724561122248,9574.092632620057,1397.6921946317389
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2035,44.38657163120252,44.38657163120252,298.56675844005144,360.6656184067981,28.064489041787677,332.6011293650104,9009.208660527354,1373.1900066145295
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2040,40.822281657636665,40.822281657636665,279.3889172176447,334.8262887948,28.926488305639435,305.8998004891606,8530.933060252952,1395.0309975643556
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2045,37.66531326614404,37.66531326614404,261.2344835898102,311.54079340010003,29.290965135439208,282.24982826466083,8140.127345303398,1456.338604307813
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2050,34.88867383509316,34.88867383509316,244.38366825981322,291.91783337475266,30.46892168192451,261.4489116928281,7831.195305115959,1548.7890313359576
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2055,32.45875319427757,32.45875319427757,228.97113571052046,273.5954097738978,30.350188006383075,243.24522176751472,7598.513191585896,1664.4259981657808
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2060,30.338916674152475,30.338916674152475,215.0280608184651,258.5647202107918,31.20042050140978,227.364299709382,7426.702434332953,1784.6025037393542
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2070,26.82817170555764,26.82817170555764,190.97394226610632,236.07612679676507,35.013522730729626,201.06260406603545,7174.558862735449,1953.100547467829
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2080,24.163074720320726,24.163074720320726,172.11748978883904,227.05050593261245,45.955229762890625,181.09527616972184,6952.419931060012,1963.94097030704
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2090,22.10439117014769,22.10439117014769,157.4835226626537,227.40895158512578,61.73865653419119,165.6702950509346,6675.282534128493,1857.3321146958756
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,2100,20.34907497544163,20.34907497544163,143.693433211562,221.03280784434907,68.2938470601665,152.73896078418258,6302.155261592274,1711.3124206206612
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2020,31.97790964795575,31.97790964795575,105.50768657125101,254.63153244540962,15.02508592375933,239.60644652165027,3228.5029779414867,943.7831882272552
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2025,29.307569424349722,29.307569424349722,100.05110351496269,234.3302593984973,14.729014240408034,219.60124515808928,3022.244386306006,857.2165495371667
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2030,26.859051850171227,26.859051850171227,94.25584755069795,216.14012044401562,14.881866133337555,201.25825431067804,2835.1434890879336,776.0509423873416
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2035,24.645083428240603,24.645083428240603,88.41355872870234,200.2550304896806,15.582453169795771,184.6725773198848,2667.8663196420916,762.4464118794679
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2040,22.66605642675969,22.66605642675969,82.73448983252442,185.90806899653157,16.061067376810314,169.84700161972128,2526.2361927834486,774.5733463175345
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2045,20.91318959050333,20.91318959050333,77.3584791471257,172.97909170501498,16.26343853437996,156.71565317063502,2410.5082255783163,808.6136208306726
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2050,19.371495607052765,19.371495607052765,72.36850451442672,162.0836909296324,16.917484032578802,145.16620689705363,2319.025231215064,859.9455530636363
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2055,18.022312853833242,18.022312853833242,67.80444366935414,151.91039658272496,16.851558658368162,135.05883792435677,2250.121868297891,924.151518743048
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2060,16.845300393192638,16.845300393192638,63.67552832273558,143.56479599504627,17.3236395151837,126.2411564798626,2199.244133086717,990.8780059884224
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2070,14.896003579661095,14.896003579661095,56.55246400556008,131.07828846677677,19.44081638021854,111.6374720865582,2124.5777147938793,1084.434417142631
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2080,13.416242130822047,13.416242130822047,50.96856686560177,126.06692644882115,25.516061048668693,100.55086540015246,2058.7964684656918,1090.4534250404001
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2090,12.273184084632074,12.273184084632074,46.63505995166252,126.26594887163024,34.279609466091294,91.98633940553896,1976.728713678861,1031.2602041148707
AFR,rur,comm,perm,s2,coal,electricity,SSP2,2100,11.298566931906336,11.298566931906336,42.55144766361449,122.72567557087815,37.91929623290119,84.80637933797698,1866.2358034927993,950.1846127708592
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2020,19.452925230632232,19.452925230632232,48.13713186817915,154.89843509336507,9.140118171479266,145.75831692188578,1472.9815299415006,574.1258261290434
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2025,17.828493575040763,17.828493575040763,45.64760464346636,142.54868643794654,8.960010704117277,133.5886757338293,1378.8775139442116,521.4652748768874
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2030,16.339001928439068,16.339001928439068,43.003560311955056,131.483191009934,9.052994156729882,122.43019685320412,1293.514059822831,472.0902999467904
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2035,14.992192126020282,14.992192126020282,40.33805757384807,121.8199118721664,9.479177962454488,112.3407339097119,1217.1950405566624,463.8143395202865
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2040,13.788302793891532,13.788302793891532,37.74702276677755,113.09231296736472,9.770330401074325,103.32198256629039,1152.5773021281655,471.1914430114556
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2045,12.721992084963011,12.721992084963011,35.29425611337036,105.22730767657254,9.89343760346963,95.33387007310291,1099.7772398789614,491.8989539822515
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2050,11.784142859770046,11.784142859770046,33.01761566472956,98.59937548971988,10.291309081628743,88.30806640809114,1058.0387741241357,523.1253928187339
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2055,10.963402808083375,10.963402808083375,30.93529535395108,92.41071786845977,10.251205104214014,82.15951276424575,1026.6021046868557,562.1834132974261
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2060,10.247398052256417,10.247398052256417,29.051507082754696,87.33388995833921,10.538383150520664,76.79550680781855,1003.3894997326563,602.7747271691746
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2070,9.061594302598193,9.061594302598193,25.801659631285393,79.73804957823151,11.826312339634535,67.91173723859698,969.32347724241,659.6873237422133
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2080,8.161420115437394,8.161420115437394,23.254046261083765,76.68951852230275,15.522028588291505,61.167489934011236,939.3112512887664,663.3488298207258
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2090,7.466070639730235,7.466070639730235,21.27691454146824,76.81058860950054,20.853104133761665,55.957484475738895,901.8684216422648,627.3401815511888
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,2100,6.873187777498585,6.873187777498585,19.413795468332786,74.65695591223299,23.067212414186585,51.589743498046396,851.456816944267,578.0199653835211
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2020,0.012813965552014655,0.012813965552014655,0.0422783064825814,0.10203417656055123,0.0060207478331982785,0.09601342872735295,1.293703259511323,0.3781862352997084
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2025,0.011743925372210896,0.011743925372210896,0.040091782473447815,0.09389919132304744,0.005902107972716906,0.08799708335033052,1.2110527493921845,0.34349785339839656
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2030,0.010762772419928308,0.010762772419928308,0.037769547765256505,0.08661016513236865,0.005963357715749217,0.08064680741661943,1.1360789770656181,0.3109737352524082
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2035,0.009875606388803679,0.009875606388803679,0.03542846624595961,0.0802448025765458,0.006244092142378169,0.07400071043416764,1.0690488326990613,0.3055222222396367
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2040,0.009082584454812517,0.009082584454812517,0.03315278902428885,0.07449578808873437,0.006435879020207476,0.0680599090685269,1.012295793399287,0.31038164301356086
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2045,0.00838018786441526,0.00838018786441526,0.03099855157398949,0.0693149782780473,0.006516971844332208,0.06279800643371511,0.9659220891029272,0.32402202557199666
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2050,0.007762411038423476,0.007762411038423476,0.028999003971475156,0.06494904958840915,0.006779056586451459,0.05816999300195769,0.929263667520462,0.34459140321173914
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2055,0.007221775961372956,0.007221775961372956,0.02717012581881121,0.060872477931690275,0.006752639407662917,0.05411983852402735,0.9016531979233208,0.3703195742329669
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2060,0.00675013170320932,0.00675013170320932,0.025515615518224424,0.057528286777178125,0.006941808335269375,0.05058647844190876,0.8812658248495728,0.3970577482214684
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2070,0.005969023006224534,0.005969023006224534,0.02266131078614308,0.052524779664496396,0.007790188393394626,0.04473459127110178,0.8513460130629974,0.4345470212899431
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2080,0.005376063314469048,0.005376063314469048,0.02042377014911768,0.05051666201934721,0.01022461836918814,0.040292043650159065,0.8249866138483787,0.43695891869965964
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2090,0.004918025050348234,0.004918025050348234,0.01868727729924083,0.05059641308654976,0.013736286542902555,0.03686012654364721,0.792100995518207,0.41323942363211197
AFR,rur,comm,perm,s2,gas,electricity,SSP2,2100,0.004527483210099897,0.004527483210099897,0.017050920860602007,0.04917777841224893,0.015194756051208234,0.0339830223610407,0.7478250398765691,0.3807513737575831
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2020,26.417310804273043,26.417310804273043,87.16108648374437,210.35397270287476,12.412392463374788,197.94158023949996,2667.102619894154,779.669906186034
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2025,24.211312713123764,24.211312713123764,82.65334185282653,193.58286271679407,12.167804315802329,181.41505840099177,2496.7100776205393,708.1562323781748
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2030,22.18856480756599,22.18856480756599,77.86581572375403,178.55578434915003,12.294076983776096,166.26170736537395,2342.1439221792684,641.1044114732745
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2035,20.3595805945495,20.3595805945495,73.03943522204216,165.43293288449027,12.872839813918313,152.56009307057198,2203.9543711990973,629.8655558170002
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2040,18.724684131193015,18.724684131193015,68.34789253641664,153.5807466393841,13.268228392884735,140.3125182464994,2086.9521305352223,639.8837527428866
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2045,17.276621123892276,17.276621123892276,63.90670964687163,142.89997309132193,13.435409482003603,129.46456360931833,1991.3479552757274,668.0048063569433
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2050,16.003010385315736,16.003010385315736,59.784435482399104,133.8991599750038,13.97572382411288,119.92343615089095,1915.7728247597156,710.4106928880132
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2055,14.888435339160813,14.888435339160813,56.01401348850335,125.49488709992042,13.921262131280008,111.57362496864042,1858.8509817295424,763.4519632404803
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2060,13.916092108013656,13.916092108013656,52.60307008412956,118.60049259484435,14.311253436646826,104.28923915819753,1816.8203124719073,818.5754648051353
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2070,12.305756087235611,12.305756087235611,46.718626540837555,108.28524829333246,16.06027705554729,92.22497123778518,1755.1375445644683,895.8634682514186
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2080,11.083308511998547,11.083308511998547,42.10570631380146,104.14530576858792,21.079105001980114,83.06620076660779,1700.7949171546602,900.8358383695708
AFR,rur,comm,perm,s2,oil,electricity,SSP2,2090,10.13901540440873,10.13901540440873,38.525747514665795,104.30972042957382,28.31877090978186,75.99094951979197,1632.9978219281184,851.935652832491
