node,commodity,level,year,time,value,unit
R12_AFR,resid_cool_electr,final,2020,year,0.22689555249638732,GWa
R12_AFR,resid_heat_biomass,final,2020,year,2.973990589764596,GWa
R12_AFR,resid_heat_coal,final,2020,year,0.8806777185740507,GWa
R12_AFR,resid_heat_electr,final,2020,year,0.844894612462906,GWa
R12_AFR,resid_heat_gas,final,2020,year,3.5289905054381495e-4,GWa
R12_AFR,resid_heat_lightoil,final,2020,year,0.727537767992079,GWa
R12_AFR,resid_hotwater_biomass,final,2020,year,28.62715487135584,GWa
R12_AFR,resid_hotwater_coal,final,2020,year,6.357946506627005,GWa
R12_AFR,resid_hotwater_electr,final,2020,year,5.438680314690694,GWa
R12_AFR,resid_hotwater_gas,final,2020,year,0.001698474658598235,GWa
R12_AFR,resid_hotwater_lightoil,final,2020,year,4.376975928883521,GWa
R12_AFR,resid_other_uses_electr,final,2020,year,0,GWa
R12_AFR,resid_cool_electr,final,2025,year,0.6101299949961126,GWa
R12_AFR,resid_heat_biomass,final,2025,year,2.952047852586133,GWa
R12_AFR,resid_heat_coal,final,2025,year,0.9562239522836963,GWa
R12_AFR,resid_heat_electr,final,2025,year,1.0758047483832722,GWa
R12_AFR,resid_heat_gas,final,2025,year,0.4474025557830401,GWa
R12_AFR,resid_heat_lightoil,final,2025,year,0.7213193823257562,GWa
R12_AFR,resid_hotwater_biomass,final,2025,year,27.198548632661787,GWa
R12_AFR,resid_hotwater_coal,final,2025,year,6.249777802999942,GWa
R12_AFR,resid_hotwater_electr,final,2025,year,6.00726217019119,GWa
R12_AFR,resid_hotwater_gas,final,2025,year,1.5262738138661525,GWa
R12_AFR,resid_hotwater_lightoil,final,2025,year,4.156443860519942,GWa
R12_AFR,resid_other_uses_electr,final,2025,year,0,GWa
R12_AFR,resid_cool_electr,final,2030,year,1.9733748565008982,GWa
R12_AFR,resid_heat_biomass,final,2030,year,3.080221623733485,GWa
R12_AFR,resid_heat_coal,final,2030,year,1.0087434396452177,GWa
R12_AFR,resid_heat_electr,final,2030,year,1.231488658876914,GWa
R12_AFR,resid_heat_gas,final,2030,year,0.9523669817686273,GWa
R12_AFR,resid_heat_lightoil,final,2030,year,0.6937934106664041,GWa
R12_AFR,resid_hotwater_biomass,final,2030,year,26.691247720274454,GWa
R12_AFR,resid_hotwater_coal,final,2030,year,6.144577851190472,GWa
R12_AFR,resid_hotwater_electr,final,2030,year,6.41491845151532,GWa
R12_AFR,resid_hotwater_gas,final,2030,year,3.0881793027719575,GWa
R12_AFR,resid_hotwater_lightoil,final,2030,year,3.9480468536263302,GWa
R12_AFR,resid_other_uses_electr,final,2030,year,0,GWa
R12_AFR,resid_cool_electr,final,2035,year,3.81649366800645,GWa
R12_AFR,resid_heat_biomass,final,2035,year,2.901238569072726,GWa
R12_AFR,resid_heat_coal,final,2035,year,1.036867826727704,GWa
R12_AFR,resid_heat_electr,final,2035,year,1.3925599326902707,GWa
R12_AFR,resid_heat_gas,final,2035,year,1.5130591129537834,GWa
R12_AFR,resid_heat_lightoil,final,2035,year,0.6495880217089551,GWa
R12_AFR,resid_hotwater_biomass,final,2035,year,25.423460839419842,GWa
R12_AFR,resid_hotwater_coal,final,2035,year,6.044428909939772,GWa
R12_AFR,resid_hotwater_electr,final,2035,year,6.87170926944597,GWa
R12_AFR,resid_hotwater_gas,final,2035,year,4.776225955162937,GWa
R12_AFR,resid_hotwater_lightoil,final,2035,year,3.7452621984725747,GWa
R12_AFR,resid_other_uses_electr,final,2035,year,0,GWa
R12_AFR,resid_cool_electr,final,2040,year,6.151282162022939,GWa
R12_AFR,resid_heat_biomass,final,2040,year,2.66476763857912,GWa
R12_AFR,resid_heat_coal,final,2040,year,1.0336724903249257,GWa
R12_AFR,resid_heat_electr,final,2040,year,1.4767533140402005,GWa
R12_AFR,resid_heat_gas,final,2040,year,2.125078608920482,GWa
R12_AFR,resid_heat_lightoil,final,2040,year,0.5899187397001301,GWa
R12_AFR,resid_hotwater_biomass,final,2040,year,24.122329564213977,GWa
R12_AFR,resid_hotwater_coal,final,2040,year,5.903035726831353,GWa
R12_AFR,resid_hotwater_electr,final,2040,year,7.151875064372347,GWa
R12_AFR,resid_hotwater_gas,final,2040,year,6.805238975128194,GWa
