node,commodity,level,year,time,value,unit
R12_CHN,comm_hotwater_biomass,final,2070,year,1.0148678954602122,GWa
R12_CHN,comm_hotwater_coal,final,2070,year,3.8905502198320083,GWa
R12_CHN,comm_hotwater_d_heat,final,2070,year,17.22905443339874,GWa
R12_CHN,comm_hotwater_electr,final,2070,year,35.44364984909015,GWa
R12_CHN,comm_hotwater_gas,final,2070,year,5.09513794721934,GWa
R12_CHN,comm_hotwater_lightoil,final,2070,year,5.118817778784012,GWa
R12_CHN,comm_other_uses_electr,final,2070,year,83.88896808781793,GWa
R12_CHN,comm_cool_electr,final,2080,year,19.528625241229964,GWa
R12_CHN,comm_heat_biomass,final,2080,year,0.8550152576997337,GWa
R12_CHN,comm_heat_coal,final,2080,year,2.861877506080539,GWa
R12_CHN,comm_heat_d_heat,final,2080,year,7.66334102734656,GWa
R12_CHN,comm_heat_electr,final,2080,year,16.70761055724511,GWa
R12_CHN,comm_heat_gas,final,2080,year,3.773814502186528,GWa
R12_CHN,comm_heat_lightoil,final,2080,year,3.658962292270358,GWa
R12_CHN,comm_hotwater_biomass,final,2080,year,0.7898848613628082,GWa
R12_CHN,comm_hotwater_coal,final,2080,year,3.250224517722088,GWa
R12_CHN,comm_hotwater_d_heat,final,2080,year,16.112958655897945,GWa
R12_CHN,comm_hotwater_electr,final,2080,year,32.738047507586316,GWa
R12_CHN,comm_hotwater_gas,final,2080,year,4.242748442362546,GWa
R12_CHN,comm_hotwater_lightoil,final,2080,year,4.3331905874776195,GWa
R12_CHN,comm_other_uses_electr,final,2080,year,79.63969909937306,GWa
R12_CHN,comm_cool_electr,final,2090,year,17.154686660253954,GWa
R12_CHN,comm_heat_biomass,final,2090,year,0.6605339389249312,GWa
R12_CHN,comm_heat_coal,final,2090,year,2.3341957901231716,GWa
R12_CHN,comm_heat_d_heat,final,2090,year,7.107502023401186,GWa
R12_CHN,comm_heat_electr,final,2090,year,15.10300307538411,GWa
R12_CHN,comm_heat_gas,final,2090,year,3.069212053617946,GWa
R12_CHN,comm_heat_lightoil,final,2090,year,3.02044457329805,GWa
R12_CHN,comm_hotwater_biomass,final,2090,year,0.6125602864166382,GWa
R12_CHN,comm_hotwater_coal,final,2090,year,2.74040142520026,GWa
R12_CHN,comm_hotwater_d_heat,final,2090,year,14.85745733547185,GWa
R12_CHN,comm_hotwater_electr,final,2090,year,29.820997526662666,GWa
R12_CHN,comm_hotwater_gas,final,2090,year,3.5645116961478713,GWa
R12_CHN,comm_hotwater_lightoil,final,2090,year,3.7059081983103397,GWa
R12_CHN,comm_other_uses_electr,final,2090,year,73.7465536764238,GWa
R12_CHN,comm_cool_electr,final,2100,year,15.10911942384425,GWa
R12_CHN,comm_heat_biomass,final,2100,year,0.5147824196343836,GWa
R12_CHN,comm_heat_coal,final,2100,year,1.919269824627703,GWa
R12_CHN,comm_heat_d_heat,final,2100,year,6.5712902758726965,GWa
R12_CHN,comm_heat_electr,final,2100,year,13.67191941465633,GWa
R12_CHN,comm_heat_gas,final,2100,year,2.5168789346859772,GWa
R12_CHN,comm_heat_lightoil,final,2100,year,2.511329375718025,GWa
R12_CHN,comm_hotwater_biomass,final,2100,year,0.4782906908040728,GWa
R12_CHN,comm_hotwater_coal,final,2100,year,2.3189351867769012,GWa
R12_CHN,comm_hotwater_d_heat,final,2100,year,13.65336300637893,GWa
R12_CHN,comm_hotwater_electr,final,2100,year,27.156131271941227,GWa
R12_CHN,comm_hotwater_gas,final,2100,year,3.006755356587649,GWa
R12_CHN,comm_hotwater_lightoil,final,2100,year,3.1752499007014947,GWa
R12_CHN,comm_other_uses_electr,final,2100,year,67.50504943912286,GWa
R12_EEU,comm_cool_electr,final,2020,year,1.2914838035368414,GWa
R12_EEU,comm_heat_biomass,final,2020,year,3.8288097993950934,GWa
R12_EEU,comm_heat_coal,final,2020,year,4.492700175037611,GWa
R12_EEU,comm_heat_d_heat,final,2020,year,2.7577374560257972,GWa
R12_EEU,comm_heat_electr,final,2020,year,1.219242645684163,GWa
R12_EEU,comm_heat_gas,final,2020,year,5.126514975637669,GWa
R12_EEU,comm_heat_lightoil,final,2020,year,0.6484415080674916,GWa
R12_EEU,comm_hotwater_biomass,final,2020,year,1.9002444398052094,GWa
R12_EEU,comm_hotwater_coal,final,2020,year,2.3143786915421947,GWa
R12_EEU,comm_hotwater_d_heat,final,2020,year,1.44298135868768,GWa
R12_EEU,comm_hotwater_electr,final,2020,year,0.6280831324008395,GWa
R12_EEU,comm_hotwater_gas,final,2020,year,2.640883335008312,GWa
R12_EEU,comm_hotwater_lightoil,final,2020,year,0.33403947522896604,GWa
R12_EEU,comm_other_uses_electr,final,2020,year,8.811789537539058,GWa
R12_EEU,comm_cool_electr,final,2025,year,1.6771122542891692,GWa
R12_EEU,comm_heat_biomass,final,2025,year,3.5131603349014453,GWa
R12_EEU,comm_heat_coal,final,2025,year,4.052085823742687,GWa
R12_EEU,comm_heat_d_heat,final,2025,year,2.9539684338648824,GWa
R12_EEU,comm_heat_electr,final,2025,year,1.4243993483692658,GWa
R12_EEU,comm_heat_gas,final,2025,year,4.623740256123641,GWa
R12_EEU,comm_heat_lightoil,final,2025,year,0.5848466490355109,GWa
R12_EEU,comm_hotwater_biomass,final,2025,year,1.7421841159134763,GWa
R12_EEU,comm_hotwater_coal,final,2025,year,2.0890291359152156,GWa
R12_EEU,comm_hotwater_d_heat,final,2025,year,1.7427061709733458,GWa
R12_EEU,comm_hotwater_electr,final,2025,year,1.0589964688592604,GWa
R12_EEU,comm_hotwater_gas,final,2025,year,2.383742233521517,GWa
R12_EEU,comm_hotwater_lightoil,final,2025,year,0.30151426768605916,GWa
R12_EEU,comm_other_uses_electr,final,2025,year,10.01535527034562,GWa
R12_EEU,comm_cool_electr,final,2030,year,1.931383303197411,GWa
R12_EEU,comm_heat_biomass,final,2030,year,3.1370046453873592,GWa
R12_EEU,comm_heat_coal,final,2030,year,3.563593607687739,GWa
R12_EEU,comm_heat_d_heat,final,2030,year,3.07436302040835,GWa
R12_EEU,comm_heat_electr,final,2030,year,1.5750421640398542,GWa
R12_EEU,comm_heat_gas,final,2030,year,4.066333226163077,GWa
R12_EEU,comm_heat_lightoil,final,2030,year,0.5143414702263639,GWa
