R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
FSU,urb,comm,perm,s1,concrete,SSP2,2100,374.40421750529,0,1.98642137e-4,354.68118230579324,0,1.8817797640304065e-4
FSU,urb,comm,perm,s1,copper,SSP2,2025,449.5470637123,0,3.083277122746,0.0628902437642827,0,4.313409328960247e-4
FSU,urb,comm,perm,s1,copper,SSP2,2030,433.72461677054997,0,2.1254936642359996,0.06067673237596027,0,2.9734998947471286e-4
FSU,urb,comm,perm,s1,copper,SSP2,2035,421.95783307610003,0,1.407884031424,0.05903059573176868,0,1.9695862141090841e-4
FSU,urb,comm,perm,s1,copper,SSP2,2040,413.14295362365,0,0.897716807794,0.05779742136079307,0,1.2558780477229408e-4
FSU,urb,comm,perm,s1,copper,SSP2,2045,406.41969061369997,0,0.549611649382,0.05685685766075355,0,7.688896979971026e-5
FSU,urb,comm,perm,s1,copper,SSP2,2050,401.145627193,0,0.32231594239,0.056119032500875785,0,4.5091003417151184e-5
FSU,urb,comm,perm,s1,copper,SSP2,2055,396.86205839764,0,0.18068017223,0.0555197744754832,0,2.527659725120429e-5
FSU,urb,comm,perm,s1,copper,SSP2,2060,393.25599282323,0,0.096643446996,0.05501529705518407,0,1.352011931655884e-5
FSU,urb,comm,perm,s1,copper,SSP2,2070,387.11747160689,0,0.036663801695,0.05415653692346423,0,5.129152455991857e-6
FSU,urb,comm,perm,s1,copper,SSP2,2080,382.13312043389,0,0.007925488362,0.0534592416109597,0,1.1087513083082961e-6
FSU,urb,comm,perm,s1,copper,SSP2,2090,377.94998797054,0,0.001395285247,0.052874034317765745,0,1.9519609043803102e-7
FSU,urb,comm,perm,s1,copper,SSP2,2100,374.40421750529,0,1.98642137e-4,0.05237799199674532,0,2.7789420566170255e-8
FSU,urb,comm,perm,s1,glass,SSP2,2025,449.5470637123,0,3.083277122746,2.362671062644171,0,0.01620468739328001
FSU,urb,comm,perm,s1,glass,SSP2,2030,433.72461677054997,0,2.1254936642359996,2.2795135012961123,0,0.011170893505241065
FSU,urb,comm,perm,s1,glass,SSP2,2035,421.95783307610003,0,1.407884031424,2.217671168024723,0,0.007399374012446229
FSU,urb,comm,perm,s1,glass,SSP2,2040,413.14295362365,0,0.897716807794,2.1713430696249327,0,0.004718103387683523
FSU,urb,comm,perm,s1,glass,SSP2,2045,406.41969061369997,0,0.549611649382,2.1360078172289327,0,0.0028885775139174956
FSU,urb,comm,perm,s1,glass,SSP2,2050,401.145627193,0,0.32231594239,2.108289079787434,0,0.0016939862621393935
FSU,urb,comm,perm,s1,glass,SSP2,2055,396.86205839764,0,0.18068017223,2.0857760553355167,0,9.495953793941019e-4
FSU,urb,comm,perm,s1,glass,SSP2,2060,393.25599282323,0,0.096643446996,2.0668237643066325,0,5.079260750277424e-4
FSU,urb,comm,perm,s1,glass,SSP2,2070,387.11747160689,0,0.036663801695,2.034561721873283,0,1.9269284643073223e-4
FSU,urb,comm,perm,s1,glass,SSP2,2080,382.13312043389,0,0.007925488362,2.0083656164304937,0,4.1653752235837845e-5
FSU,urb,comm,perm,s1,glass,SSP2,2090,377.94998797054,0,0.001395285247,1.9863804522059767,0,7.333158957814871e-6
FSU,urb,comm,perm,s1,glass,SSP2,2100,374.40421750529,0,1.98642137e-4,1.9677450523796618,0,1.0439975406269302e-6
FSU,urb,comm,perm,s1,steel,SSP2,2025,449.5470637123,0,3.083277122746,48.76899735855054,0,0.3344885241005852
FSU,urb,comm,perm,s1,steel,SSP2,2030,433.72461677054997,0,2.1254936642359996,47.05250327951938,0,0.23058363242492516
FSU,urb,comm,perm,s1,steel,SSP2,2035,421.95783307610003,0,1.407884031424,45.775986782727124,0,0.15273393633731774
FSU,urb,comm,perm,s1,steel,SSP2,2040,413.14295362365,0,0.897716807794,44.819706856922515,0,0.09738857655191072
FSU,urb,comm,perm,s1,steel,SSP2,2045,406.41969061369997,0,0.549611649382,44.09033540187296,0,0.05962447814828422
FSU,urb,comm,perm,s1,steel,SSP2,2050,401.145627193,0,0.32231594239,43.51817999080448,0,0.03496636194936079
FSU,urb,comm,perm,s1,steel,SSP2,2055,396.86205839764,0,0.18068017223,43.05347813391552,0,0.019601041923091166
FSU,urb,comm,perm,s1,steel,SSP2,2060,393.25599282323,0,0.096643446996,42.66227503935875,0,0.010484339442344767
FSU,urb,comm,perm,s1,steel,SSP2,2070,387.11747160689,0,0.036663801695,41.996339147101025,0,0.003977463078620378
FSU,urb,comm,perm,s1,steel,SSP2,2080,382.13312043389,0,0.007925488362,41.455613094565415,0,8.597945625532191e-4
FSU,urb,comm,perm,s1,steel,SSP2,2090,377.94998797054,0,0.001395285247,41.00180704727212,0,1.5136716045578683e-4
FSU,urb,comm,perm,s1,steel,SSP2,2100,374.40421750529,0,1.98642137e-4,40.61714505209453,0,2.154964104236629e-5
FSU,urb,comm,perm,s1,wood,SSP2,2025,449.5470637123,0,3.083277122746,21.121945614371278,0,0.1448676166692851
FSU,urb,comm,perm,s1,wood,SSP2,2030,433.72461677054997,0,2.1254936642359996,20.3785287604603,0,0.09986621024493006
FSU,urb,comm,perm,s1,wood,SSP2,2035,421.95783307610003,0,1.407884031424,19.825667035154265,0,0.06614935864003482
FSU,urb,comm,perm,s1,wood,SSP2,2040,413.14295362365,0,0.897716807794,19.411500378487936,0,0.042179177936899646
FSU,urb,comm,perm,s1,wood,SSP2,2045,406.41969061369997,0,0.549611649382,19.095608212549642,0,0.025823475013732743
FSU,urb,comm,perm,s1,wood,SSP2,2050,401.145627193,0,0.32231594239,18.84780661460602,0,0.015143997937807319
FSU,urb,comm,perm,s1,wood,SSP2,2055,396.86205839764,0,0.18068017223,18.646543355574003,0,0.008489248578163671
FSU,urb,comm,perm,s1,wood,SSP2,2060,393.25599282323,0,0.096643446996,18.47711255045303,0,0.004540787375137367
FSU,urb,comm,perm,s1,wood,SSP2,2070,387.11747160689,0,0.036663801695,18.188694447544062,0,0.0017226468326205972
FSU,urb,comm,perm,s1,wood,SSP2,2080,382.13312043389,0,0.007925488362,17.95450496462396,0,3.7237866212964493e-4
FSU,urb,comm,perm,s1,wood,SSP2,2090,377.94998797054,0,0.001395285247,17.75796070147394,0,6.555740540334052e-5
FSU,urb,comm,perm,s1,wood,SSP2,2100,374.40421750529,0,1.98642137e-4,17.591362858948635,0,9.333190566942838e-6
FSU,urb,comm,perm,s2,aluminum,SSP2,2025,927.24380394966,0,17.141241299354,1.935549746253994,0,0.03578101585162421
FSU,urb,comm,perm,s2,aluminum,SSP2,2030,842.8266192922699,0,14.864429432848,1.7593354004184099,0,0.03102834712338645
FSU,urb,comm,perm,s2,aluminum,SSP2,2035,772.3341321607401,0,12.367943362016,1.6121877840104462,0,0.025817125478827647
FSU,urb,comm,perm,s2,aluminum,SSP2,2040,715.12240205103,0,9.94464129725,1.4927627210173986,0,0.020758669788344272
FSU,urb,comm,perm,s2,aluminum,SSP2,2045,669.84748568969,0,7.744623082004001,1.3982548337696343,0,0.01616630186942665
FSU,urb,comm,perm,s2,aluminum,SSP2,2050,634.79596178042,0,5.851159717932,1.325087487792862,0,0.01221384349951366
FSU,urb,comm,perm,s2,aluminum,SSP2,2055,608.15404831469,0,4.292424344572,1.2694745533858998,0,0.008960103929043728
FSU,urb,comm,perm,s2,aluminum,SSP2,2060,588.1934485560799,0,3.057950368758,1.2278083447433747,0,0.006383234954059813
FSU,urb,comm,perm,s2,aluminum,SSP2,2070,561.89189801837006,0,1.792379793302,1.1729058916317927,0,0.003741454231712307
FSU,urb,comm,perm,s2,aluminum,SSP2,2080,547.34020410519,0,0.752598412601,1.1425303557250026,0,0.0015709909953953252
FSU,urb,comm,perm,s2,aluminum,SSP2,2090,538.64547735685,0,0.27529095420099997,1.124380785914115,0,5.746485813980087e-4
FSU,urb,comm,perm,s2,aluminum,SSP2,2100,532.74040216567,0,0.086261880737,1.1120543980329407,0,1.800650062698689e-4
FSU,urb,comm,perm,s2,cement,SSP2,2025,927.24380394966,0,17.141241299354,131.75970513711155,0,2.4357400822379365
FSU,urb,comm,perm,s2,cement,SSP2,2030,842.8266192922699,0,14.864429432848,119.76417245025559,0,2.112209141501886
FSU,urb,comm,perm,s2,cement,SSP2,2035,772.3341321607401,0,12.367943362016,109.74731466240213,0,1.7574628847238918
FSU,urb,comm,perm,s2,cement,SSP2,2040,715.12240205103,0,9.94464129725,101.61762896643964,0,1.4131159458156257
FSU,urb,comm,perm,s2,cement,SSP2,2045,669.84748568969,0,7.744623082004001,95.18414339935634,0,1.1004972471493744
FSU,urb,comm,perm,s2,cement,SSP2,2050,634.79596178042,0,5.851159717932,90.20338382434541,0,0.8314394508337095
FSU,urb,comm,perm,s2,cement,SSP2,2055,608.15404831469,0,4.292424344572,86.41761502483386,0,0.6099459101857431
FSU,urb,comm,perm,s2,cement,SSP2,2060,588.1934485560799,0,3.057950368758,83.58124909027418,0,0.4345293408219418
FSU,urb,comm,perm,s2,cement,SSP2,2070,561.89189801837006,0,1.792379793302,79.843845261059,0,0.25469399962904443
FSU,urb,comm,perm,s2,cement,SSP2,2080,547.34020410519,0,0.752598412601,77.77607528397303,0,0.10694290380650467
FSU,urb,comm,perm,s2,cement,SSP2,2090,538.64547735685,0,0.27529095420099997,76.54056998565859,0,0.039118357866543434
FSU,urb,comm,perm,s2,cement,SSP2,2100,532.74040216567,0,0.086261880737,75.70146924140106,0,0.01225766073827208
FSU,urb,comm,perm,s2,concrete,SSP2,2025,927.24380394966,0,17.141241299354,878.3980342474104,0,16.238267214919578
FSU,urb,comm,perm,s2,concrete,SSP2,2030,842.8266192922699,0,14.864429432848,798.4278163350373,0,14.081394276679243
FSU,urb,comm,perm,s2,concrete,SSP2,2035,772.3341321607401,0,12.367943362016,731.6487644160142,0,11.716419231492612
FSU,urb,comm,perm,s2,concrete,SSP2,2040,715.12240205103,0,9.94464129725,677.4508597762642,0,9.420772972104173
FSU,urb,comm,perm,s2,concrete,SSP2,2045,669.84748568969,0,7.744623082004001,634.560955995709,0,7.336648314329163
FSU,urb,comm,perm,s2,concrete,SSP2,2050,634.79596178042,0,5.851159717932,601.3558921623028,0,5.54292967222473
FSU,urb,comm,perm,s2,concrete,SSP2,2055,608.15404831469,0,4.292424344572,576.1174334988924,0,4.066306067904954
FSU,urb,comm,perm,s2,concrete,SSP2,2060,588.1934485560799,0,3.057950368758,557.2083272684946,0,2.896862272146279
FSU,urb,comm,perm,s2,concrete,SSP2,2070,561.89189801837006,0,1.792379793302,532.2923017403933,0,1.6979599975269628
FSU,urb,comm,perm,s2,concrete,SSP2,2080,547.34020410519,0,0.752598412601,518.5071685598202,0,0.7129526920433645
FSU,urb,comm,perm,s2,concrete,SSP2,2090,538.64547735685,0,0.27529095420099997,510.27046657105734,0,0.2607890524436229
FSU,urb,comm,perm,s2,concrete,SSP2,2100,532.74040216567,0,0.086261880737,504.67646160934044,0,0.08171773825514721
FSU,urb,comm,perm,s2,copper,SSP2,2025,927.24380394966,0,17.141241299354,0.1297185402074718,0,0.0023980066399202854
FSU,urb,comm,perm,s2,copper,SSP2,2030,842.8266192922699,0,14.864429432848,0.11790883717625508,0,0.0020794877019751994
FSU,urb,comm,perm,s2,copper,SSP2,2035,772.3341321607401,0,12.367943362016,0.10804715625981674,0,0.0017302370222972195
FSU,urb,comm,perm,s2,copper,SSP2,2040,715.12240205103,0,9.94464129725,0.10004341217334954,0,0.0013912245587097425
FSU,urb,comm,perm,s2,copper,SSP2,2045,669.84748568969,0,7.744623082004001,0.09370959140971438,0,0.001083448815053167
FSU,urb,comm,perm,s2,copper,SSP2,2050,634.79596178042,0,5.851159717932,0.08880599162917097,0,8.185591469016791e-4
FSU,urb,comm,perm,s2,copper,SSP2,2055,608.15404831469,0,4.292424344572,0.08507887033875369,0,6.00496889337125e-4
FSU,urb,comm,perm,s2,copper,SSP2,2060,588.1934485560799,0,3.057950368758,0.08228644417065921,0,4.277977983487536e-4
FSU,urb,comm,perm,s2,copper,SSP2,2070,561.89189801837006,0,1.792379793302,0.07860693860112938,0,2.507483892522491e-4
FSU,urb,comm,perm,s2,copper,SSP2,2080,547.34020410519,0,0.752598412601,0.07657120163106478,0,1.0528619013598972e-4
FSU,urb,comm,perm,s2,copper,SSP2,2090,538.64547735685,0,0.27529095420099997,0.07535483625176184,0,3.851235301779855e-5
FSU,urb,comm,perm,s2,copper,SSP2,2100,532.74040216567,0,0.086261880737,0.07452873449691333,0,1.2067770307109179e-5
FSU,urb,comm,perm,s2,glass,SSP2,2025,927.24380394966,0,17.141241299354,4.873287538610222,0,0.0900887094253237
FSU,urb,comm,perm,s2,glass,SSP2,2030,842.8266192922699,0,14.864429432848,4.429618665026946,0,0.07812253736837248
FSU,urb,comm,perm,s2,glass,SSP2,2035,772.3341321607401,0,12.367943362016,4.059133407923652,0,0.06500183016334479
FSU,urb,comm,perm,s2,glass,SSP2,2040,715.12240205103,0,9.94464129725,3.758447428445144,0,0.05226575395101596
FSU,urb,comm,perm,s2,glass,SSP2,2045,669.84748568969,0,7.744623082004001,3.5204974041090242,0,0.040703183991092136
FSU,urb,comm,perm,s2,glass,SSP2,2050,634.79596178042,0,5.851159717932,3.3362781578344842,0,0.030751765197413124
FSU,urb,comm,perm,s2,glass,SSP2,2055,608.15404831469,0,4.292424344572,3.1962570497459337,0,0.02255956629715643
FSU,urb,comm,perm,s2,glass,SSP2,2060,588.1934485560799,0,3.057950368758,3.0913507223566583,0,0.016071578329539246
FSU,urb,comm,perm,s2,glass,SSP2,2070,561.89189801837006,0,1.792379793302,2.953118449533072,0,0.009420156892878642
FSU,urb,comm,perm,s2,glass,SSP2,2080,547.34020410519,0,0.752598412601,2.876639546885565,0,0.003955408976672334
FSU,urb,comm,perm,s2,glass,SSP2,2090,538.64547735685,0,0.27529095420099997,2.83094293146056,0,0.0014468384376205379
FSU,urb,comm,perm,s2,glass,SSP2,2100,532.74040216567,0,0.086261880737,2.7999078043223085,0,4.533639876180025e-4
FSU,urb,comm,perm,s2,steel,SSP2,2025,927.24380394966,0,17.141241299354,100.59180512075058,0,1.8595631450625358
FSU,urb,comm,perm,s2,steel,SSP2,2030,842.8266192922699,0,14.864429432848,91.43382859750211,0,1.6125637964590505
FSU,urb,comm,perm,s2,steel,SSP2,2035,772.3341321607401,0,12.367943362016,83.78646929695202,0,1.3417331484093011
FSU,urb,comm,perm,s2,steel,SSP2,2040,715.12240205103,0,9.94464129725,77.57986949946297,0,1.078841848398104
FSU,urb,comm,perm,s2,steel,SSP2,2045,669.84748568969,0,7.744623082004001,72.66823186534896,0,0.8401734392618356
FSU,urb,comm,perm,s2,steel,SSP2,2050,634.79596178042,0,5.851159717932,68.86567632682952,0,0.6347615541559937
FSU,urb,comm,perm,s2,steel,SSP2,2055,608.15404831469,0,4.292424344572,65.97543521012089,0,0.4656625488631398
FSU,urb,comm,perm,s2,steel,SSP2,2060,588.1934485560799,0,3.057950368758,63.81001468915464,0,0.3317409577209016
FSU,urb,comm,perm,s2,steel,SSP2,2070,561.89189801837006,0,1.792379793302,60.95669775698075,0,0.19444585998009473
FSU,urb,comm,perm,s2,steel,SSP2,2080,547.34020410519,0,0.752598412601,59.37806099278094,0,0.08164544484640855
FSU,urb,comm,perm,s2,steel,SSP2,2090,538.64547735685,0,0.27529095420099997,58.43481580211836,0,0.029864868224016586
FSU,urb,comm,perm,s2,steel,SSP2,2100,532.74040216567,0,0.086261880737,57.79420524174107,0,0.009358097902066778
FSU,urb,comm,perm,s2,wood,SSP2,2025,927.24380394966,0,17.141241299354,43.56650232915668,0,0.8053803388191586
FSU,urb,comm,perm,s2,wood,SSP2,2030,842.8266192922699,0,14.864429432848,39.60016525973508,0,0.698404450641026
FSU,urb,comm,perm,s2,wood,SSP2,2035,772.3341321607401,0,12.367943362016,36.28807938574786,0,0.5811071812968414
FSU,urb,comm,perm,s2,wood,SSP2,2040,715.12240205103,0,9.94464129725,33.599989195807815,0,0.46724845870503234
FSU,urb,comm,perm,s2,wood,SSP2,2045,669.84748568969,0,7.744623082004001,31.472749584492195,0,0.363880716272638
FSU,urb,comm,perm,s2,wood,SSP2,2050,634.79596178042,0,5.851159717932,29.825855540521204,0,0.27491643771975155
FSU,urb,comm,perm,s2,wood,SSP2,2055,608.15404831469,0,4.292424344572,28.574086609724517,0,0.20167933655524045
FSU,urb,comm,perm,s2,wood,SSP2,2060,588.1934485560799,0,3.057950368758,27.636238859035146,0,0.1436776404387531
FSU,urb,comm,perm,s2,wood,SSP2,2070,561.89189801837006,0,1.792379793302,26.40046186286577,0,0.08421487219111612
FSU,urb,comm,perm,s2,wood,SSP2,2080,547.34020410519,0,0.752598412601,25.71675127449483,0,0.035360797619609814
FSU,urb,comm,perm,s2,wood,SSP2,2090,538.64547735685,0,0.27529095420099997,25.30822998643724,0,0.012934531291885295
FSU,urb,comm,perm,s2,wood,SSP2,2100,532.74040216567,0,0.086261880737,25.030780332986275,0,0.004053010019627993
FSU,urb,comm,perm,s3,aluminum,SSP2,2025,653.47448626674,0,3.430108072144,1.3640774634345416,0,0.007160085384644461
FSU,urb,comm,perm,s3,aluminum,SSP2,2030,621.44735251721,0,4.916737574674,1.2972232980703793,0,0.010263309524982701
FSU,urb,comm,perm,s3,aluminum,SSP2,2035,583.4083178533,0,6.300575265116,1.2178197543876272,0,0.01315196370545015
FSU,urb,comm,perm,s3,aluminum,SSP2,2040,540.82271967878,0,7.38445655489,1.1289256109167676,0,0.01541448209215205
FSU,urb,comm,perm,s3,aluminum,SSP2,2045,495.81205297098995,0,8.032222444018,1.034969324389006,0,0.016766643300448202
FSU,urb,comm,perm,s3,aluminum,SSP2,2050,450.74796818356,0,8.189745744296,0.9409015317502815,0,0.01709546101007695
FSU,urb,comm,perm,s3,aluminum,SSP2,2055,407.84596695875996,0,7.885656149142,0.8513469213762461,0,0.016460697492400474
FSU,urb,comm,perm,s3,aluminum,SSP2,2060,368.84530074493995,0,7.21433266707,0.7699360461864085,0,0.015059361630306807
FSU,urb,comm,perm,s3,aluminum,SSP2,2070,303.57642112491,0,6.07425852176,0.6336923065693681,0,0.012679545002505097
FSU,urb,comm,perm,s3,aluminum,SSP2,2080,260.99201403778994,0,3.923428931114,0.5448006494013612,0,0.008189854534175521
FSU,urb,comm,perm,s3,aluminum,SSP2,2090,236.14008211482997,0,2.224706237135,0.49292416306355846,0,0.004643902255733057
FSU,urb,comm,perm,s3,aluminum,SSP2,2100,222.83130359274995,0,1.119965159125,0.46514311693347177,0,0.0023378406739673336
FSU,urb,comm,perm,s3,cement,SSP2,2025,653.47448626674,0,3.430108072144,92.85756912947305,0,0.4874122924833865
FSU,urb,comm,perm,s3,cement,SSP2,2030,621.44735251721,0,4.916737574674,88.30657004891839,0,0.6986597163724738
FSU,urb,comm,perm,s3,cement,SSP2,2035,583.4083178533,0,6.300575265116,82.90129047771163,0,0.8953006055038918
FSU,urb,comm,perm,s3,cement,SSP2,2040,540.82271967878,0,7.38445655489,76.84995227015332,0,1.0493182204353018
FSU,urb,comm,perm,s3,cement,SSP2,2045,495.81205297098995,0,8.032222444018,70.45401611163554,0,1.1413646080043878
FSU,urb,comm,perm,s3,cement,SSP2,2050,450.74796818356,0,8.189745744296,64.0504893384462,0,1.1637483904663959
FSU,urb,comm,perm,s3,cement,SSP2,2055,407.84596695875996,0,7.885656149142,57.95419081685637,0,1.1205377966375802
FSU,urb,comm,perm,s3,cement,SSP2,2060,368.84530074493995,0,7.21433266707,52.41226510261044,0,1.0251439167619183
FSU,urb,comm,perm,s3,cement,SSP2,2070,303.57642112491,0,6.07425852176,43.137672706594095,0,0.8631413964100592
FSU,urb,comm,perm,s3,cement,SSP2,2080,260.99201403778994,0,3.923428931114,37.08650375044945,0,0.557512314332012
FSU,urb,comm,perm,s3,cement,SSP2,2090,236.14008211482997,0,2.224706237135,33.55508816340655,0,0.31612682292726796
FSU,urb,comm,perm,s3,cement,SSP2,2100,222.83130359274995,0,1.119965159125,31.663934265871763,0,0.15914506896846256
FSU,urb,comm,perm,s3,concrete,SSP2,2025,653.47448626674,0,3.430108072144,619.0504608631537,0,3.249415283222577
FSU,urb,comm,perm,s3,concrete,SSP2,2030,621.44735251721,0,4.916737574674,588.7104669927893,0,4.6577314424831595
FSU,urb,comm,perm,s3,concrete,SSP2,2035,583.4083178533,0,6.300575265116,552.6752698514108,0,5.968670703359279
FSU,urb,comm,perm,s3,concrete,SSP2,2040,540.82271967878,0,7.38445655489,512.3330151343555,0,6.995454802902011
FSU,urb,comm,perm,s3,concrete,SSP2,2045,495.81205297098995,0,8.032222444018,469.6934407442369,0,7.609097386695919
FSU,urb,comm,perm,s3,concrete,SSP2,2050,450.74796818356,0,8.189745744296,427.003262256308,0,7.758322603109305
FSU,urb,comm,perm,s3,concrete,SSP2,2055,407.84596695875996,0,7.885656149142,386.3612721123758,0,7.470251977583868
FSU,urb,comm,perm,s3,concrete,SSP2,2060,368.84530074493995,0,7.21433266707,349.4151006840696,0,6.834292778412789
FSU,urb,comm,perm,s3,concrete,SSP2,2070,303.57642112491,0,6.07425852176,287.5844847106273,0,5.754275976067061
FSU,urb,comm,perm,s3,concrete,SSP2,2080,260.99201403778994,0,3.923428931114,247.2433583363297,0,3.7167487622134137
FSU,urb,comm,perm,s3,concrete,SSP2,2090,236.14008211482997,0,2.224706237135,223.7005877560437,0,2.1075121528484533
FSU,urb,comm,perm,s3,concrete,SSP2,2100,222.83130359274995,0,1.119965159125,211.09289510581178,0,1.060967126456417
FSU,urb,comm,perm,s3,copper,SSP2,2025,653.47448626674,0,3.430108072144,0.0914190594321309,0,4.798615099686784e-4
FSU,urb,comm,perm,s3,copper,SSP2,2030,621.44735251721,0,4.916737574674,0.08693856248049633,0,6.878363792275741e-4
FSU,urb,comm,perm,s3,copper,SSP2,2035,583.4083178533,0,6.300575265116,0.08161701918574954,0,8.814309919104333e-4
FSU,urb,comm,perm,s3,copper,SSP2,2040,540.82271967878,0,7.38445655489,0.07565942571838935,0,0.0010330626319049866
FSU,urb,comm,perm,s3,copper,SSP2,2045,495.81205297098995,0,8.032222444018,0.06936257266396165,0,0.0011236830762540988
FSU,urb,comm,perm,s3,copper,SSP2,2050,450.74796818356,0,8.189745744296,0.06305824658541444,0,0.0011457200987434232
FSU,urb,comm,perm,s3,copper,SSP2,2055,407.84596695875996,0,7.885656149142,0.057056389309954714,0,0.0011031789049304964
FSU,urb,comm,perm,s3,copper,SSP2,2060,368.84530074493995,0,7.21433266707,0.051600316735701895,0,0.0010092628261921537
FSU,urb,comm,perm,s3,copper,SSP2,2070,303.57642112491,0,6.07425852176,0.04246940235350436,0,8.497699795126161e-4
FSU,urb,comm,perm,s3,copper,SSP2,2080,260.99201403778994,0,3.923428931114,0.036511975515587394,0,5.488755722971646e-4
FSU,urb,comm,perm,s3,copper,SSP2,2090,236.14008211482997,0,2.224706237135,0.03303526710659073,0,3.11229521558795e-4
FSU,urb,comm,perm,s3,copper,SSP2,2100,222.83130359274995,0,1.119965159125,0.031173410155403706,0,1.5667966170935033e-4
FSU,urb,comm,perm,s3,glass,SSP2,2025,653.47448626674,0,3.430108072144,3.4344463205453892,0,0.018027516444826187
FSU,urb,comm,perm,s3,glass,SSP2,2030,621.44735251721,0,4.916737574674,3.2661222712132023,0,0.025840750675510872
FSU,urb,comm,perm,s3,glass,SSP2,2035,583.4083178533,0,6.300575265116,3.06620165398311,0,0.03311374505257146
FSU,urb,comm,perm,s3,glass,SSP2,2040,540.82271967878,0,7.38445655489,2.842385798838914,0,0.03881026754243775
FSU,urb,comm,perm,s3,glass,SSP2,2045,495.81205297098995,0,8.032222444018,2.6058245835066844,0,0.042214711359670996
FSU,urb,comm,perm,s3,glass,SSP2,2050,450.74796818356,0,8.189745744296,2.3689826203703315,0,0.04304260185946797
FSU,urb,comm,perm,s3,glass,SSP2,2055,407.84596695875996,0,7.885656149142,2.1435038551742807,0,0.04144440726558372
FSU,urb,comm,perm,s3,glass,SSP2,2060,368.84530074493995,0,7.21433266707,1.9385292197572246,0,0.03791615251141605
FSU,urb,comm,perm,s3,glass,SSP2,2070,303.57642112491,0,6.07425852176,1.595497520481927,0,0.03192429891070701
FSU,urb,comm,perm,s3,glass,SSP2,2080,260.99201403778994,0,3.923428931114,1.371687925300169,0,0.020620248134501095
FSU,urb,comm,perm,s3,glass,SSP2,2090,236.14008211482997,0,2.224706237135,1.2410743696908768,0,0.011692322058468048
FSU,urb,comm,perm,s3,glass,SSP2,2100,222.83130359274995,0,1.119965159125,1.1711278203049325,0,0.0058861674032149
FSU,urb,comm,perm,s3,steel,SSP2,2025,653.47448626674,0,3.430108072144,70.89201124227218,0,0.3721143902676916
FSU,urb,comm,perm,s3,steel,SSP2,2030,621.44735251721,0,4.916737574674,67.41755589084678,0,0.5333910087452358
FSU,urb,comm,perm,s3,steel,SSP2,2035,583.4083178533,0,6.300575265116,63.290901017991736,0,0.6835162839778633
FSU,urb,comm,perm,s3,steel,SSP2,2040,540.82271967878,0,7.38445655489,58.67101337433758,0,0.8011008663827874
FSU,urb,comm,perm,s3,steel,SSP2,2045,495.81205297098995,0,8.032222444018,53.788042795791796,0,0.8713735819355689
FSU,urb,comm,perm,s3,steel,SSP2,2050,450.74796818356,0,8.189745744296,48.8992771706421,0,0.8884624565724732
FSU,urb,comm,perm,s3,steel,SSP2,2055,407.84596695875996,0,7.885656149142,44.24506462361539,0,0.8554733752060801
FSU,urb,comm,perm,s3,steel,SSP2,2060,368.84530074493995,0,7.21433266707,40.01408739988081,0,0.7826450202535606
FSU,urb,comm,perm,s3,steel,SSP2,2070,303.57642112491,0,6.07425852176,32.93340981409213,0,0.6589643703967125
FSU,urb,comm,perm,s3,steel,SSP2,2080,260.99201403778994,0,3.923428931114,28.313651385247624,0,0.4256321765242667
FSU,urb,comm,perm,s3,steel,SSP2,2090,236.14008211482997,0,2.224706237135,25.617595954928166,0,0.24134668282879315
FSU,urb,comm,perm,s3,steel,SSP2,2100,222.83130359274995,0,1.119965159125,24.173796546632545,0,0.12149913167265411
FSU,urb,comm,perm,s3,wood,SSP2,2025,653.47448626674,0,3.430108072144,30.70346505063301,0,0.1611634509476147
FSU,urb,comm,perm,s3,wood,SSP2,2030,621.44735251721,0,4.916737574674,29.198671822410088,0,0.2310126614882359
FSU,urb,comm,perm,s3,wood,SSP2,2035,583.4083178533,0,6.300575265116,27.41140973963851,0,0.29603220403682035
FSU,urb,comm,perm,s3,wood,SSP2,2040,540.82271967878,0,7.38445655489,25.410527604696277,0,0.3469583105627712
FSU,urb,comm,perm,s3,wood,SSP2,2045,495.81205297098995,0,8.032222444018,23.29570374973063,0,0.3773935574711187
FSU,urb,comm,perm,s3,wood,SSP2,2050,450.74796818356,0,8.189745744296,21.178370049046805,0,0.38479478161435443
FSU,urb,comm,perm,s3,wood,SSP2,2055,407.84596695875996,0,7.885656149142,19.16262173309774,0,0.3705071476618623
FSU,urb,comm,perm,s3,wood,SSP2,2060,368.84530074493995,0,7.21433266707,17.33017744152575,0,0.33896504846343495
FSU,urb,comm,perm,s3,wood,SSP2,2070,303.57642112491,0,6.07425852176,14.263522497189385,0,0.2853987235168668
FSU,urb,comm,perm,s3,wood,SSP2,2080,260.99201403778994,0,3.923428931114,12.262696325427237,0,0.1843421060756299
FSU,urb,comm,perm,s3,wood,SSP2,2090,236.14008211482997,0,2.224706237135,11.095029585144053,0,0.10452770786818144
FSU,urb,comm,perm,s3,wood,SSP2,2100,222.83130359274995,0,1.119965159125,10.469717312351657,0,0.052621505267284166
FSU,urb,comm,perm,s51_std,aluminum,SSP2,2025,581.13955075984,116.22791015196799,0,1.213083878501101,0.24261677570022025,0
