R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
PAO,urb,comm,perm,sr11_std,cement,SSP2,2060,144.11042311506,0,0.803176965718,21.629427268012734,0,0.12054823924477936
PAO,urb,comm,perm,sr11_std,cement,SSP2,2070,161.59096597183,0,0.7592938921179999,24.253069070965527,0,0.11396186104803906
PAO,urb,comm,perm,sr11_std,cement,SSP2,2080,174.99898352205,0,0.698339251207,26.265468550073123,0,0.1048132238868001
PAO,urb,comm,perm,sr11_std,cement,SSP2,2090,185.69655485542,0,0.603717758007,27.871059152737338,0,0.09061155366114186
PAO,urb,comm,perm,sr11_std,cement,SSP2,2100,194.55835799518002,0,0.498117090435,29.201120659265907,0,0.07476202724015205
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2025,20.82850728937,0,0,20.840902125772832,0,0
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2030,48.357741357449996,0,0.17743412942599998,48.38651856575441,0,0.17753971870208013
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2035,71.58187647754,0,0.396621548068,71.62447413641303,0,0.3968575735850397
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2040,91.18372583103,0,0.560421379598,91.23798835443479,0,0.560754880756785
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2045,107.76012988072,0,0.675848525416,107.82425685641071,0,0.6762507161149899
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2050,121.82577417096,0,0.75016487976,121.8982714709114,0,0.7506112953782964
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2055,133.81925994576,0,0.7904233933720001,133.89889444916113,0,0.7908937664291618
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2060,144.11042311506,0,0.803176965718,144.19618178675157,0,0.8036549282985291
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2070,161.59096597183,0,0.7592938921179999,161.68712713977018,0,0.7597457403202604
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2080,174.99898352205,0,0.698339251207,175.10312366715416,0,0.6987548259120008
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2090,185.69655485542,0,0.603717758007,185.8070610182489,0,0.6040770244076125
PAO,urb,comm,perm,sr11_std,concrete,SSP2,2100,194.55835799518002,0,0.498117090435,194.67413772843938,0,0.498413514934347
PAO,urb,comm,perm,sr11_std,copper,SSP2,2025,20.82850728937,0,0,0.0014130712735382273,0,0
PAO,urb,comm,perm,sr11_std,copper,SSP2,2030,48.357741357449996,0,0.17743412942599998,0.0032807408719240463,0,1.203768795112385e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2035,71.58187647754,0,0.396621548068,0.004856339052582824,0,2.690805002272941e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2040,91.18372583103,0,0.560421379598,0.006186190003725007,0,3.802074443379612e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2045,107.76012988072,0,0.675848525416,0.0073107852546354804,0,4.585168410104567e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2050,121.82577417096,0,0.75016487976,0.0082650426872115,0,5.08935387101462e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2055,133.81925994576,0,0.7904233933720001,0.009078718385738808,0,5.3624802564541483e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2060,144.11042311506,0,0.803176965718,0.009776903178522983,0,5.4490044920450574e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2070,161.59096597183,0,0.7592938921179999,0.0109628380423892,0,5.151287954622469e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2080,174.99898352205,0,0.698339251207,0.011872480013947181,0,4.737752549211392e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2090,185.69655485542,0,0.603717758007,0.012598236811484273,0,4.0958106565801746e-5
PAO,urb,comm,perm,sr11_std,copper,SSP2,2100,194.55835799518002,0,0.498117090435,0.013199449335962043,0,3.379382600842309e-5
PAO,urb,comm,perm,sr11_std,glass,SSP2,2025,20.82850728937,0,0,0.12308292994849675,0,0
PAO,urb,comm,perm,sr11_std,glass,SSP2,2030,48.357741357449996,0,0.17743412942599998,0.2857627965977284,0,0.0010485202909263996
PAO,urb,comm,perm,sr11_std,glass,SSP2,2035,71.58187647754,0,0.396621548068,0.4230023287633059,0,0.002343775362233102
PAO,urb,comm,perm,sr11_std,glass,SSP2,2040,91.18372583103,0,0.560421379598,0.5388365082038995,0,0.003311725821173185
PAO,urb,comm,perm,sr11_std,glass,SSP2,2045,107.76012988072,0,0.675848525416,0.6367922738332129,0,0.0039938251721008695
PAO,urb,comm,perm,sr11_std,glass,SSP2,2050,121.82577417096,0,0.75016487976,0.7199110824354805,0,0.004432986486383746
PAO,urb,comm,perm,sr11_std,glass,SSP2,2055,133.81925994576,0,0.7904233933720001,0.790784782069798,0,0.004670888115237644
PAO,urb,comm,perm,sr11_std,glass,SSP2,2060,144.11042311506,0,0.803176965718,0.8515988624000748,0,0.004746253432101082
PAO,urb,comm,perm,sr11_std,glass,SSP2,2070,161.59096597183,0,0.7592938921179999,0.9548975002721983,0,0.004486933011353019
PAO,urb,comm,perm,sr11_std,glass,SSP2,2080,174.99898352205,0,0.698339251207,1.0341301626014947,0,0.004126730732185691
PAO,urb,comm,perm,sr11_std,glass,SSP2,2090,185.69655485542,0,0.603717758007,1.0973458508287643,0,0.0035675792549647793
PAO,urb,comm,perm,sr11_std,glass,SSP2,2100,194.55835799518002,0,0.498117090435,1.149713343127414,0,0.002943547998730088
PAO,urb,comm,perm,sr11_std,steel,SSP2,2025,20.82850728937,0,0,2.2345850048643707,0,0
PAO,urb,comm,perm,sr11_std,steel,SSP2,2030,48.357741357449996,0,0.17743412942599998,5.188057031893804,0,0.019036008651894917
PAO,urb,comm,perm,sr11_std,steel,SSP2,2035,71.58187647754,0,0.396621548068,7.67965680759078,0,0.04255151613150735
PAO,urb,comm,perm,sr11_std,steel,SSP2,2040,91.18372583103,0,0.560421379598,9.78263989823568,0,0.06012477004985472
PAO,urb,comm,perm,sr11_std,steel,SSP2,2045,107.76012988072,0,0.675848525416,11.561038292772318,0,0.07250836363223466
PAO,urb,comm,perm,sr11_std,steel,SSP2,2050,121.82577417096,0,0.75016487976,13.07006999523942,0,0.08048138871397169
PAO,urb,comm,perm,sr11_std,steel,SSP2,2055,133.81925994576,0,0.7904233933720001,14.356790310626595,0,0.084800520641463
PAO,urb,comm,perm,sr11_std,steel,SSP2,2060,144.11042311506,0,0.803176965718,15.460877059678781,0,0.08616878679356355
PAO,urb,comm,perm,sr11_std,steel,SSP2,2070,161.59096597183,0,0.7592938921179999,17.336275925374867,0,0.08146079419133007
PAO,urb,comm,perm,sr11_std,steel,SSP2,2080,174.99898352205,0,0.698339251207,18.77475418723144,0,0.07492127963734531
PAO,urb,comm,perm,sr11_std,steel,SSP2,2090,185.69655485542,0,0.603717758007,19.92244240885525,0,0.06476981909794767
PAO,urb,comm,perm,sr11_std,steel,SSP2,2100,194.55835799518002,0,0.498117090435,20.873180363191235,0,0.0534404585738505
PAO,urb,comm,perm,sr11_std,wood,SSP2,2025,20.82850728937,0,0,1.239903854376257,0,0
PAO,urb,comm,perm,sr11_std,wood,SSP2,2030,48.357741357449996,0,0.17743412942599998,2.878696445454491,0,0.010562507332701296
PAO,urb,comm,perm,sr11_std,wood,SSP2,2035,71.58187647754,0,0.396621548068,4.261210048080768,0,0.023610553523879807
PAO,urb,comm,perm,sr11_std,wood,SSP2,2040,91.18372583103,0,0.560421379598,5.428091967588219,0,0.0333614223518097
PAO,urb,comm,perm,sr11_std,wood,SSP2,2045,107.76012988072,0,0.675848525416,6.414871624304103,0,0.04023270510918858
PAO,urb,comm,perm,sr11_std,wood,SSP2,2050,121.82577417096,0,0.75016487976,7.252187824042269,0,0.044656696368578754
PAO,urb,comm,perm,sr11_std,wood,SSP2,2055,133.81925994576,0,0.7904233933720001,7.966150136990675,0,0.04705325246861446
PAO,urb,comm,perm,sr11_std,wood,SSP2,2060,144.11042311506,0,0.803176965718,8.57877458973493,0,0.04781246210803697
PAO,urb,comm,perm,sr11_std,wood,SSP2,2070,161.59096597183,0,0.7592938921179999,9.619376883676566,0,0.045200138942358845
PAO,urb,comm,perm,sr11_std,wood,SSP2,2080,174.99898352205,0,0.698339251207,10.417545106156282,0,0.0415715594595535
PAO,urb,comm,perm,sr11_std,wood,SSP2,2090,185.69655485542,0,0.603717758007,11.054362701600569,0,0.03593882003682047
PAO,urb,comm,perm,sr11_std,wood,SSP2,2100,194.55835799518002,0,0.498117090435,11.581898531079803,0,0.029652499422090084
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2025,1.09623722576,0,0,0.002187134111046203,0,0
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2030,2.54514428198,0,0.00933863839,0.0050778898452325935,0,1.8631783425648988e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2035,3.7674671830400004,0,0.020874818322,0.007516581078115944,0,4.1647944569922824e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2040,4.79914346479,0,0.029495862084000003,0.00957490781100755,0,5.884803451543641e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2045,5.67158578319,0,0.035570975022000004,0.011315542328477061,0,7.09686653633318e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2050,6.411882851090001,0,0.039482362092,0.012792530093045143,0,7.877238510690395e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2055,7.04311894449,0,0.041601231232,0.014051927201222659,0,8.299980127562992e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2060,7.5847591112699995,0,0.04227247188,0.015132568924419026,0,8.433901261005962e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2070,8.504787682689999,0,0.039962836426,0.016968144130592805,0,7.973099313505686e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2080,9.21047281692,0,0.036754697432,0.018376076640513387,0,7.333034365712076e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2090,9.77350288709,0,0.031774618843,0.01949939396916899,0,6.339444702658858e-5
PAO,urb,comm,perm,sr12_low,aluminum,SSP2,2100,10.239913578629999,0,0.026216688970000002,0.020429943223703347,0,5.230566284156556e-5
PAO,urb,comm,perm,sr12_low,cement,SSP2,2025,1.09623722576,0,0,0.16453343783560165,0,0
PAO,urb,comm,perm,sr12_low,cement,SSP2,2030,2.54514428198,0,0.00933863839,0.3819988307836146,0,0.0014016293580479259
PAO,urb,comm,perm,sr12_low,cement,SSP2,2035,3.7674671830400004,0,0.020874818322,0.5654563747628933,0,0.0031330861076452857
PAO,urb,comm,perm,sr12_low,cement,SSP2,2040,4.79914346479,0,0.029495862084000003,0.7202999080611693,0,0.004427012216485135
PAO,urb,comm,perm,sr12_low,cement,SSP2,2045,5.67158578319,0,0.035570975022000004,0.8512441330760578,0,0.005338821443028876
PAO,urb,comm,perm,sr12_low,cement,SSP2,2050,6.411882851090001,0,0.039482362092,0.9623547747683783,0,0.005925878647628599
PAO,urb,comm,perm,sr12_low,cement,SSP2,2055,7.04311894449,0,0.041601231232,1.0570965351214014,0,0.006243898156304078
PAO,urb,comm,perm,sr12_low,cement,SSP2,2060,7.5847591112699995,0,0.04227247188,1.1383909088354287,0,0.0063446441707936604
PAO,urb,comm,perm,sr12_low,cement,SSP2,2070,8.504787682689999,0,0.039962836426,1.2764773195188137,0,0.005997992686549312
PAO,urb,comm,perm,sr12_low,cement,SSP2,2080,9.21047281692,0,0.036754697432,1.3823930815782928,0,0.005516485467734221
PAO,urb,comm,perm,sr12_low,cement,SSP2,2090,9.77350288709,0,0.031774618843,1.4668978501384617,0,0.0047690291401390915
PAO,urb,comm,perm,sr12_low,cement,SSP2,2100,10.239913578629999,0,0.026216688970000002,1.536901087320226,0,0.003934843538915874
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2025,1.09623722576,0,0,1.0968895855706775,0,0
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2030,2.54514428198,0,0.00933863839,2.546658871890764,0,0.009344195720319507
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2035,3.7674671830400004,0,0.020874818322,3.7697091650859558,0,0.020887240717635237
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2040,4.79914346479,0,0.029495862084000003,4.801999387074463,0,0.029513414776567565
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2045,5.67158578319,0,0.035570975022000004,5.674960887173719,0,0.03559214295352585
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2050,6.411882851090001,0,0.039482362092,6.415698498455855,0,0.03950585765085733
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2055,7.04311894449,0,0.041601231232,7.047310234142677,0,0.04162598770869385
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2060,7.5847591112699995,0,0.04227247188,7.589272725569525,0,0.04229762780529107
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2070,8.504787682689999,0,0.039962836426,8.509848796792092,0,0.039986617910328745
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2080,9.21047281692,0,0.036754697432,9.21595387718862,0,0.036776569784894804
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2090,9.77350288709,0,0.031774618843,9.779319000923078,0,0.03179352760092728
PAO,urb,comm,perm,sr12_low,concrete,SSP2,2100,10.239913578629999,0,0.026216688970000002,10.246007248801508,0,0.02623229025943916
PAO,urb,comm,perm,sr12_low,copper,SSP2,2025,1.09623722576,0,0,7.437217229173562e-5,0,0
PAO,urb,comm,perm,sr12_low,copper,SSP2,2030,2.54514428198,0,0.00933863839,1.7267057220713577e-4,0,6.335625236862294e-7
PAO,urb,comm,perm,sr12_low,copper,SSP2,2035,3.7674671830400004,0,0.020874818322,2.5559679224198677e-4,0,1.416213159269556e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2040,4.79914346479,0,0.029495862084000003,3.255889475644027e-4,0,2.0010918122979173e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2045,5.67158578319,0,0.035570975022000004,3.847781712962115e-4,0,2.4132465316411243e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2050,6.411882851090001,0,0.039482362092,4.3500224669444946e-4,0,2.6786073004911625e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2055,7.04311894449,0,0.041601231232,4.778272834583305e-4,0,2.8223580298412545e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2060,7.5847591112699995,0,0.04227247188,5.145738514978888e-4,0,2.867897101083488e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2070,8.504787682689999,0,0.039962836426,5.769914759126502e-4,0,2.7112041865577082e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2080,9.21047281692,0,0.036754697432,6.248673691530794e-4,0,2.4935539732727242e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2090,9.77350288709,0,0.031774618843,6.630650953387423e-4,0,2.1556898192884304e-6
PAO,urb,comm,perm,sr12_low,copper,SSP2,2100,10.239913578629999,0,0.026216688970000002,6.947078597831554e-4,0,1.778622421478099e-6
PAO,urb,comm,perm,sr12_low,glass,SSP2,2025,1.09623722576,0,0,0.0064780489446794945,0,0
PAO,urb,comm,perm,sr12_low,glass,SSP2,2030,2.54514428198,0,0.00933863839,0.015040147189406999,0,5.5185278464834193e-5
PAO,urb,comm,perm,sr12_low,glass,SSP2,2035,3.7674671830400004,0,0.020874818322,0.022263280461295054,0,1.2335659802781946e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2040,4.79914346479,0,0.029495862084000003,0.02835981622125165,0,1.7430135900849296e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2045,5.67158578319,0,0.035570975022000004,0.033515382833292785,0,2.102013248480362e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2050,6.411882851090001,0,0.039482362092,0.037890056970210695,0,2.3331507822699126e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2055,7.04311894449,0,0.041601231232,0.04162025168774415,0,2.458362166026516e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2060,7.5847591112699995,0,0.04227247188,0.044820992757609424,0,2.498028122164685e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2070,8.504787682689999,0,0.039962836426,0.050257763171997025,0,2.361543690111155e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2080,9.21047281692,0,0.036754697432,0.05442790329463823,0,2.171963543258737e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2090,9.77350288709,0,0.031774618843,0.05775504478024046,0,1.8776732921178276e-4
PAO,urb,comm,perm,sr12_low,glass,SSP2,2100,10.239913578629999,0,0.026216688970000002,0.06051122858527703,0,1.549235788789759e-4
PAO,urb,comm,perm,sr12_low,steel,SSP2,2025,1.09623722576,0,0,0.11760973709852003,0,0
PAO,urb,comm,perm,sr12_low,steel,SSP2,2030,2.54514428198,0,0.00933863839,0.2730556332585286,0,0.0010018951921146504
PAO,urb,comm,perm,sr12_low,steel,SSP2,2035,3.7674671830400004,0,0.020874818322,0.4041924635586518,0,0.0022395534808879788
PAO,urb,comm,perm,sr12_low,steel,SSP2,2040,4.79914346479,0,0.029495862084000003,0.5148757841175544,0,0.0031644615815600084
PAO,urb,comm,perm,sr12_low,steel,SSP2,2045,5.67158578319,0,0.035570975022000004,0.6084756996189746,0,0.0038162296648657484
PAO,urb,comm,perm,sr12_low,steel,SSP2,2050,6.411882851090001,0,0.039482362092,0.6878984208006631,0,0.004235862563825488
PAO,urb,comm,perm,sr12_low,steel,SSP2,2055,7.04311894449,0,0.041601231232,0.7556205426620166,0,0.004463185297122381
PAO,urb,comm,perm,sr12_low,steel,SSP2,2060,7.5847591112699995,0,0.04227247188,0.8137303715567897,0,0.00453519930493569
PAO,urb,comm,perm,sr12_low,steel,SSP2,2070,8.504787682689999,0,0.039962836426,0.9124355750156643,0,0.004287410220460803
PAO,urb,comm,perm,sr12_low,steel,SSP2,2080,9.21047281692,0,0.036754697432,0.9881449572194889,0,0.0039432252440764525
PAO,urb,comm,perm,sr12_low,steel,SSP2,2090,9.77350288709,0,0.031774618843,1.048549600462057,0,0.003408937847316869
PAO,urb,comm,perm,sr12_low,steel,SSP2,2100,10.239913578629999,0,0.026216688970000002,1.0985884401611272,0,0.002812655714384951
PAO,urb,comm,perm,sr12_low,wood,SSP2,2025,1.09623722576,0,0,0.0652580975989697,0,0
PAO,urb,comm,perm,sr12_low,wood,SSP2,2030,2.54514428198,0,0.00933863839,0.15151033923497956,0,5.559214385130963e-4
PAO,urb,comm,perm,sr12_low,wood,SSP2,2035,3.7674671830400004,0,0.020874818322,0.22427421305757184,0,0.0012426607119398034
PAO,urb,comm,perm,sr12_low,wood,SSP2,2040,4.79914346479,0,0.029495862084000003,0.28568905092563307,0,0.0017558643342995076
PAO,urb,comm,perm,sr12_low,wood,SSP2,2045,5.67158578319,0,0.035570975022000004,0.33762482233145025,0,0.002117510795226718
PAO,urb,comm,perm,sr12_low,wood,SSP2,2050,6.411882851090001,0,0.039482362092,0.3816940960014414,0,0.0023503524404139154
PAO,urb,comm,perm,sr12_low,wood,SSP2,2055,7.04311894449,0,0.041601231232,0.4192710598402046,0,0.0024764869721451317
PAO,urb,comm,perm,sr12_low,wood,SSP2,2060,7.5847591112699995,0,0.04227247188,0.4515144520883983,0,0.0025164453741134754
PAO,urb,comm,perm,sr12_low,wood,SSP2,2070,8.504787682689999,0,0.039962836426,0.506282993875458,0,0.0023789546811015866
PAO,urb,comm,perm,sr12_low,wood,SSP2,2080,9.21047281692,0,0.036754697432,0.54829184769065,0,0.0021879768136638437
PAO,urb,comm,perm,sr12_low,wood,SSP2,2090,9.77350288709,0,0.031774618843,0.5818085632399107,0,0.0018915168440745136
PAO,urb,comm,perm,sr12_low,wood,SSP2,2100,10.239913578629999,0,0.026216688970000002,0.6095736068951457,0,0.0015606578643048653
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2025,58.85601233957,0,0,0.11742530649676355,0,0
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2030,136.64011740507001,0,0.501914434508,0.27261458988203896,0,0.00100138378331192
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2035,201.71232198312,0,1.191980425594,0.4024419985571651,0,0.002378154095897091
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2040,255.6293650174,0,1.778282765686,0.5100134267261598,0,0.0035479025930915883
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2045,299.90706990971,0,2.252165609506,0.5983531368301205,0,0.004493359751454145
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2050,335.97606596002,0,2.613196924668,0.6703154181311706,0,0.005213663610866739
PAO,urb,comm,perm,sr21_std,aluminum,SSP2,2055,365.15158054299,0,2.867025680132,0.7285243182234848,0,0.005720084590189749
