scenario,node,commodity,level,year,time,value,unit
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2020,year,0.001689438,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2025,year,0.005235713,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2030,year,0.005221682,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2035,year,0.007028575,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2040,year,0.00947946,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2045,year,0.010848467,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2050,year,0.014871868,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2020,year,0.003381327,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2025,year,0.010367595,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2030,year,0.010415499,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2035,year,0.014058117,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2040,year,0.018860464,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2045,year,0.022186099,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2050,year,0.030477392,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2020,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2025,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2030,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2035,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2040,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2045,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2050,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2020,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2025,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2030,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2035,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2040,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2045,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2050,year,0,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2020,year,0.006398154,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2025,year,0.021277794,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2030,year,0.022295904,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2035,year,0.029980385,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2040,year,0.040799415,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2045,year,0.053567738,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2050,year,0.07683313,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2020,year,0.01391463,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2025,year,0.040450786,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2030,year,0.040289875,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2035,year,0.052417312,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2040,year,0.06899895,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2045,year,0.081751094,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2050,year,0.105879246,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2020,year,0.013741025,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2025,year,0.041344739,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2030,year,0.041464594,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2035,year,0.056896727,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2040,year,0.077036157,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2045,year,0.091827175,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2050,year,0.128086415,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2020,year,0.021643563,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2025,year,0.068018875,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2030,year,0.068704774,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2035,year,0.091560603,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2040,year,0.123479482,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2045,year,0.14808451,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2050,year,0.203920928,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2020,year,0.003808285,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2025,year,0.011664013,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2030,year,0.011532187,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2035,year,0.01565911,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2040,year,0.021548902,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2045,year,0.024498499,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2050,year,0.034058293,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2020,year,0.012991316,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2025,year,0.040332667,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2030,year,0.04045541,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2035,year,0.053176917,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2040,year,0.070856156,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2045,year,0.082433827,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2050,year,0.110394078,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2020,year,0.078047058,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2025,year,0.233559601,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2030,year,0.234061424,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2035,year,0.310262382,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2040,year,0.415521979,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2045,year,0.498292068,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2050,year,0.67123396,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2020,year,0.001154199,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2025,year,0.002103965,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2030,year,0.002254244,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2035,year,0.003105763,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2040,year,0.004187042,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2045,year,0.00528621,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2050,year,0.006805944,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2020,year,0.002216542,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2025,year,0.004038946,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2030,year,0.004433158,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2035,year,0.0061111,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2040,year,0.00825662,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2045,year,0.010475776,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2050,year,0.013540919,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2020,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2025,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2030,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2035,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2040,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2045,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2050,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2020,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2025,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2030,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2035,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2040,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2045,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2050,year,0,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2020,year,0.004394063,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2025,year,0.00799758,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2030,year,0.008712621,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2035,year,0.01265015,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2040,year,0.017617921,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2045,year,0.022680626,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2050,year,0.030228943,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2020,year,0.008505323,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2025,year,0.015460957,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2030,year,0.017492704,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2035,year,0.023681789,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2040,year,0.031343029,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2045,year,0.039075932,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2050,year,0.049427616,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2020,year,0.008186034,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2025,year,0.014942243,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2030,year,0.017393713,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2035,year,0.02376153,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2040,year,0.032216852,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2045,year,0.041385437,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2050,year,0.05404335,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2020,year,0.014743488,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2025,year,0.026847583,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2030,year,0.028918614,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2035,year,0.040391305,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2040,year,0.054766647,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2045,year,0.069215999,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2050,year,0.089694747,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2020,year,0.002422448,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2025,year,0.00442607,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2030,year,0.00495416,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2035,year,0.006752678,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2040,year,0.009113663,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2045,year,0.011593148,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2050,year,0.015039088,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2020,year,0.009164209,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2025,year,0.016671287,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2030,year,0.017491512,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2035,year,0.024258134,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2040,year,0.032555991,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2045,year,0.040663596,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2050,year,0.051903932,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2020,year,0.048167572,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2025,year,0.0876985,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2030,year,0.099430868,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2035,year,0.136117101,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2040,year,0.182583547,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2045,year,0.230426029,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2050,year,0.296425164,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2055,year,0.01879737,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2060,year,0.022140839,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2070,year,0.033014839,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2080,year,0.047605361,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2090,year,0.064872718,Mt/y
R,R12_AFR,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2100,year,0.08592177,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2055,year,0.039707991,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2060,year,0.049802226,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2070,year,0.083471693,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2080,year,0.131149543,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2090,year,0.182000903,Mt/y
R,R12_AFR,app_mat_demand_aluminium,demand,2100,year,0.233309886,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2055,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2060,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2070,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2080,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2090,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polypropylene,demand,2100,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2055,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2060,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2070,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2080,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2090,year,0,Mt/y
R,R12_AFR,app_mat_demand_bio-based polystyrene,demand,2100,year,0,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2055,year,0.112717684,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2060,year,0.16722671,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2070,year,0.366323914,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2080,year,0.661322671,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2090,year,0.938881829,Mt/y
R,R12_AFR,app_mat_demand_copper,demand,2100,year,1.150690372,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2055,year,0.131414828,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2060,year,0.153405949,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2070,year,0.221633068,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2080,year,0.309759136,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2090,year,0.414159099,Mt/y
R,R12_AFR,app_mat_demand_glass,demand,2100,year,0.530962095,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2055,year,0.170147247,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2060,year,0.226179066,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2070,year,0.406334984,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2080,year,0.67430449,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2090,year,0.949008771,Mt/y
R,R12_AFR,app_mat_demand_other materials,demand,2100,year,1.219415136,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2055,year,0.269783199,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2060,year,0.344637209,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2070,year,0.608425673,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2080,year,0.982775589,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2090,year,1.365705911,Mt/y
R,R12_AFR,app_mat_demand_other plastics,demand,2100,year,1.724754898,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2055,year,0.042853458,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2060,year,0.051603647,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2070,year,0.077468106,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2080,year,0.11487325,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2090,year,0.158335443,Mt/y
R,R12_AFR,app_mat_demand_polypropylene,demand,2100,year,0.216316508,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2055,year,0.139282125,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2060,year,0.160633413,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2070,year,0.237309497,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2080,year,0.333160537,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2090,year,0.446681737,Mt/y
R,R12_AFR,app_mat_demand_polystyrene,demand,2100,year,0.573216712,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2055,year,0.870135269,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2060,year,1.100141343,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2070,year,1.858384739,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2080,year,2.941436057,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2090,year,4.071968732,Mt/y
R,R12_AFR,app_mat_demand_steel,demand,2100,year,5.187099162,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2055,year,0.008536142,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2060,year,0.010903018,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2070,year,0.016932,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2080,year,0.025040936,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2090,year,0.035932216,Mt/y
R,R12_AFR,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2100,year,0.049132232,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2055,year,0.017193943,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2060,year,0.022341621,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2070,year,0.037554797,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2080,year,0.062411674,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2090,year,0.098053945,Mt/y
R,R12_AFR,app_mat_scrap_aluminium,demand,2100,year,0.137808391,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2055,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2060,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2070,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2080,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2090,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polypropylene,demand,2100,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2055,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2060,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2070,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2080,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2090,year,0,Mt/y
R,R12_AFR,app_mat_scrap_bio-based polystyrene,demand,2100,year,0,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2055,year,0.040933303,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2060,year,0.057626252,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2070,year,0.124837587,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2080,year,0.269518476,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2090,year,0.490942254,Mt/y
R,R12_AFR,app_mat_scrap_copper,demand,2100,year,0.715411969,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2055,year,0.061583577,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2060,year,0.077657973,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2070,year,0.116290207,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2080,year,0.167314804,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2090,year,0.233343266,Mt/y
R,R12_AFR,app_mat_scrap_glass,demand,2100,year,0.312594345,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2055,year,0.069721389,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2060,year,0.092109101,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2070,year,0.166261551,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2080,year,0.299253945,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2090,year,0.497833003,Mt/y
R,R12_AFR,app_mat_scrap_other materials,demand,2100,year,0.714235335,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2055,year,0.114952552,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2060,year,0.15100083,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2070,year,0.261742911,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2080,year,0.45515113,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2090,year,0.735900284,Mt/y
R,R12_AFR,app_mat_scrap_other plastics,demand,2100,year,1.03901568,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2055,year,0.019017774,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2060,year,0.024385524,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2070,year,0.038545279,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2080,year,0.057983802,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2090,year,0.085251322,Mt/y
R,R12_AFR,app_mat_scrap_polypropylene,demand,2100,year,0.118520985,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2055,year,0.064816193,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2060,year,0.08244925,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2070,year,0.125207833,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2080,year,0.181928069,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2090,year,0.254914209,Mt/y
R,R12_AFR,app_mat_scrap_polystyrene,demand,2100,year,0.341943481,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2055,year,0.377511394,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2060,year,0.490101604,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2070,year,0.823560286,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2080,year,1.383061716,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2090,year,2.190005532,Mt/y
R,R12_AFR,app_mat_scrap_steel,demand,2100,year,3.077286008,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2020,year,0.044955906,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2025,year,0.079416238,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2030,year,0.066760205,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2035,year,0.067130987,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2040,year,0.069717347,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2045,year,0.066766971,Mt/y
R,R12_CHN,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2050,year,0.067083949,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2020,year,0.106300718,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2025,year,0.188377937,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2030,year,0.162562517,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2035,year,0.16466448,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2040,year,0.171656682,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2045,year,0.16391575,Mt/y
R,R12_CHN,app_mat_demand_aluminium,demand,2050,year,0.164079525,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2020,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2025,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2030,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2035,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2040,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2045,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polypropylene,demand,2050,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2020,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2025,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2030,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2035,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2040,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2045,year,0,Mt/y
R,R12_CHN,app_mat_demand_bio-based polystyrene,demand,2050,year,0,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2020,year,0.245940394,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2025,year,0.522568467,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2030,year,0.455512487,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2035,year,0.477878441,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2040,year,0.511544268,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2045,year,0.478615321,Mt/y
R,R12_CHN,app_mat_demand_copper,demand,2050,year,0.479923691,Mt/y
