scenario,node,commodity,level,year,time,value,unit
narrow,R12_MEA,app_mat_scrap_bio-based polystyrene,demand,2040,year,0.052392923,Mt/y
narrow,R12_MEA,app_mat_scrap_bio-based polystyrene,demand,2045,year,0.099757482,Mt/y
narrow,R12_MEA,app_mat_scrap_bio-based polystyrene,demand,2050,year,0.123061922,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2020,year,0.043453162,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2025,year,0.079110197,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2030,year,0.088024991,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2035,year,0.109389538,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2040,year,0.119432188,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2045,year,0.129577714,Mt/y
narrow,R12_MEA,app_mat_scrap_copper,demand,2050,year,0.159851834,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2020,year,0.049590644,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2025,year,0.090156229,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2030,year,0.102098101,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2035,year,0.115772363,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2040,year,0.119398654,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2045,year,0.122832465,Mt/y
narrow,R12_MEA,app_mat_scrap_glass,demand,2050,year,0.136852277,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2020,year,0.069781722,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2025,year,0.127711834,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2030,year,0.150745916,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2035,year,0.180998842,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2040,year,0.199655519,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2045,year,0.214876601,Mt/y
narrow,R12_MEA,app_mat_scrap_other materials,demand,2050,year,0.254562943,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2020,year,0.101314955,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2025,year,0.184713626,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2030,year,0.202187073,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2035,year,0.241485466,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2040,year,0.25759037,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2045,year,0.270826011,Mt/y
narrow,R12_MEA,app_mat_scrap_other plastics,demand,2050,year,0.319820602,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2020,year,0.017838846,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2025,year,0.032727255,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2030,year,0.038204919,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2035,year,0.04258102,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2040,year,0.02847896,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2045,year,0.007793444,Mt/y
narrow,R12_MEA,app_mat_scrap_polypropylene,demand,2050,year,0.000833644,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2020,year,0.050966134,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2025,year,0.092699732,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2030,year,0.097410891,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2035,year,0.103487051,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2040,year,0.060262347,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2045,year,0.013284553,Mt/y
narrow,R12_MEA,app_mat_scrap_polystyrene,demand,2050,year,0.003802198,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2020,year,0.337969332,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2025,year,0.616356508,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2030,year,0.706274241,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2035,year,0.834331264,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2040,year,0.896843803,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2045,year,0.950497803,Mt/y
narrow,R12_MEA,app_mat_scrap_steel,demand,2050,year,1.108588452,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2020,year,0.025806421,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2025,year,0.045632997,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2030,year,0.03047816,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2035,year,0.029468929,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2040,year,0.029765924,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2045,year,0.030229717,Mt/y
narrow,R12_NAM,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2050,year,0.031545854,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2020,year,0.054554591,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2025,year,0.096962782,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2030,year,0.064731925,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2035,year,0.062495443,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2040,year,0.063474858,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2045,year,0.064390866,Mt/y
narrow,R12_NAM,app_mat_demand_aluminium,demand,2050,year,0.066772153,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2020,year,0,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2025,year,0,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2030,year,0.116734307,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2035,year,0.113132634,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2040,year,0.112399149,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2045,year,0.115279859,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polypropylene,demand,2050,year,0.121069953,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2020,year,0,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2025,year,0,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2030,year,0.135966321,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2035,year,0.131134997,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2040,year,0.136654232,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2045,year,0.136156797,Mt/y
narrow,R12_NAM,app_mat_demand_bio-based polystyrene,demand,2050,year,0.140788448,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2020,year,0.196346466,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2025,year,0.369249048,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2030,year,0.239407213,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2035,year,0.229151188,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2040,year,0.236248673,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2045,year,0.238376873,Mt/y
narrow,R12_NAM,app_mat_demand_copper,demand,2050,year,0.24558502,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2020,year,0.130171693,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2025,year,0.219850564,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2030,year,0.151024882,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2035,year,0.147367517,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2040,year,0.150646328,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2045,year,0.15197525,Mt/y
narrow,R12_NAM,app_mat_demand_glass,demand,2050,year,0.157018906,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2020,year,0.341156473,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2025,year,0.585133958,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2030,year,0.401039238,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2035,year,0.387642219,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2040,year,0.388896259,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2045,year,0.39759783,Mt/y
narrow,R12_NAM,app_mat_demand_other materials,demand,2050,year,0.413780666,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2020,year,0.394768047,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2025,year,0.717510997,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2030,year,0.472418816,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2035,year,0.454924113,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2040,year,0.464461815,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2045,year,0.469706393,Mt/y
narrow,R12_NAM,app_mat_demand_other plastics,demand,2050,year,0.48756154,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2020,year,0.100134416,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2025,year,0.16894397,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2030,year,7.96E-05,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2035,year,8.31E-05,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2040,year,8.29E-05,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2045,year,8.52E-05,Mt/y
narrow,R12_NAM,app_mat_demand_polypropylene,demand,2050,year,8.73E-05,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2020,year,0.114010786,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2025,year,0.216432268,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2030,year,0.001404619,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2035,year,0.00146605,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2040,year,0.001462851,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2045,year,0.001503761,Mt/y
narrow,R12_NAM,app_mat_demand_polystyrene,demand,2050,year,0.001540179,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2020,year,1.379019644,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2025,year,2.385968231,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2030,year,1.622771529,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2035,year,1.570846399,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2040,year,1.589276766,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2045,year,1.61554151,Mt/y
narrow,R12_NAM,app_mat_demand_steel,demand,2050,year,1.678708377,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2020,year,0.016010104,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2025,year,0.029358683,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2030,year,0.031666194,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2035,year,0.03111097,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2040,year,0.028448696,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2045,year,0.025287084,Mt/y
narrow,R12_NAM,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2050,year,0.024994862,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2020,year,0.034542108,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2025,year,0.063151316,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2030,year,0.067159023,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2035,year,0.066297248,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2040,year,0.06048541,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2045,year,0.053795149,Mt/y
narrow,R12_NAM,app_mat_scrap_aluminium,demand,2050,year,0.053373556,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2020,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2025,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2030,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2035,year,0.004553658,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2040,year,0.03924598,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2045,year,0.077935494,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polypropylene,demand,2050,year,0.093654653,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2020,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2025,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2030,year,0,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2035,year,0.00794188,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2040,year,0.056231838,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2045,year,0.099864963,Mt/y
narrow,R12_NAM,app_mat_scrap_bio-based polystyrene,demand,2050,year,0.112115288,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2020,year,0.135589948,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2025,year,0.246923016,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2030,year,0.250862087,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2035,year,0.248633441,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2040,year,0.225979449,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2045,year,0.199798255,Mt/y
narrow,R12_NAM,app_mat_scrap_copper,demand,2050,year,0.200045855,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2020,year,0.078366683,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2025,year,0.142591685,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2030,year,0.154199264,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2035,year,0.154307521,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2040,year,0.140361129,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2045,year,0.125967344,Mt/y
narrow,R12_NAM,app_mat_scrap_glass,demand,2050,year,0.125254629,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2020,year,0.203875285,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2025,year,0.373870138,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2030,year,0.415287472,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2035,year,0.407863264,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2040,year,0.374524362,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2045,year,0.335142942,Mt/y
narrow,R12_NAM,app_mat_scrap_other materials,demand,2050,year,0.330163946,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2020,year,0.257226128,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2025,year,0.469991922,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2030,year,0.492883916,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2035,year,0.486664894,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2040,year,0.443576798,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2045,year,0.393306414,Mt/y
narrow,R12_NAM,app_mat_scrap_other plastics,demand,2050,year,0.39120031,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2020,year,0.057277607,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2025,year,0.105545087,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2030,year,0.121002863,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2035,year,0.113462342,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2040,year,0.069668358,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2045,year,0.019677943,Mt/y
narrow,R12_NAM,app_mat_scrap_polypropylene,demand,2050,year,0.001908991,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2020,year,0.079725229,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2025,year,0.145042436,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2030,year,0.143105423,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2035,year,0.134806645,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2040,year,0.072427637,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2045,year,0.01321462,Mt/y
narrow,R12_NAM,app_mat_scrap_polystyrene,demand,2050,year,0.001629903,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2020,year,0.840053022,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2025,year,1.536495542,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2030,year,1.678348927,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2035,year,1.657428418,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2040,year,1.516893493,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2045,year,1.356095134,Mt/y
narrow,R12_NAM,app_mat_scrap_steel,demand,2050,year,1.341552533,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2020,year,0.007899523,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2025,year,0.013371973,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2030,year,0.008947413,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2035,year,0.008383425,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2040,year,0.008623946,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2045,year,0.008476487,Mt/y
narrow,R12_PAO,app_mat_demand_acrylonitrile_butadiene_styrene,demand,2050,year,0.008663088,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2020,year,0.017609758,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2025,year,0.030249556,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2030,year,0.020090049,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2035,year,0.01900137,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2040,year,0.019422989,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2045,year,0.019125299,Mt/y
narrow,R12_PAO,app_mat_demand_aluminium,demand,2050,year,0.019419488,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2020,year,0,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2025,year,0,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2030,year,0.036961836,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2035,year,0.034394992,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2040,year,0.035461072,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2045,year,0.034756651,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polypropylene,demand,2050,year,0.035890536,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2020,year,0,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2025,year,0,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2030,year,0.036341558,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2035,year,0.034430604,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2040,year,0.035314301,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2045,year,0.034837876,Mt/y
narrow,R12_PAO,app_mat_demand_bio-based polystyrene,demand,2050,year,0.03497436,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2020,year,0.073385566,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2025,year,0.134332981,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2030,year,0.085834054,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2035,year,0.080848731,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2040,year,0.082725506,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2045,year,0.081259025,Mt/y
narrow,R12_PAO,app_mat_demand_copper,demand,2050,year,0.082292707,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2020,year,0.039911736,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2025,year,0.063195478,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2030,year,0.045189657,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2035,year,0.043756419,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2040,year,0.044184042,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2045,year,0.043728298,Mt/y
narrow,R12_PAO,app_mat_demand_glass,demand,2050,year,0.044038324,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2020,year,0.115756379,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2025,year,0.192962117,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2030,year,0.131281485,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2035,year,0.123664993,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2040,year,0.126514475,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2045,year,0.124364421,Mt/y
narrow,R12_PAO,app_mat_demand_other materials,demand,2050,year,0.12714035,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2020,year,0.131576016,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2025,year,0.231415754,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2030,year,0.151608991,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2035,year,0.142336344,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2040,year,0.146101697,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2045,year,0.143517909,Mt/y
narrow,R12_PAO,app_mat_demand_other plastics,demand,2050,year,0.14607328,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2020,year,0.032949345,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2025,year,0.053160594,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2030,year,6.54E-05,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2035,year,6.58E-05,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2040,year,6.53E-05,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2045,year,6.48E-05,Mt/y
narrow,R12_PAO,app_mat_demand_polypropylene,demand,2050,year,6.48E-05,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2020,year,0.03237651,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2025,year,0.058635815,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2030,year,0.001155076,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2035,year,0.001160696,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2040,year,0.001151967,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2045,year,0.001143119,Mt/y
narrow,R12_PAO,app_mat_demand_polystyrene,demand,2050,year,0.00114385,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2020,year,0.462107667,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2025,year,0.769818597,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2030,year,0.526545837,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2035,year,0.497839943,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2040,year,0.50864087,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2045,year,0.50032349,Mt/y
narrow,R12_PAO,app_mat_demand_steel,demand,2050,year,0.509931579,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2020,year,0.004827296,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2025,year,0.008860802,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2030,year,0.009617054,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2035,year,0.009288345,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2040,year,0.008376342,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2045,year,0.007349667,Mt/y
narrow,R12_PAO,app_mat_scrap_acrylonitrile_butadiene_styrene,demand,2050,year,0.007178056,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2020,year,0.011095053,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2025,year,0.020283607,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2030,year,0.021524702,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2035,year,0.02094439,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2040,year,0.01884578,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2045,year,0.016548976,Mt/y
narrow,R12_PAO,app_mat_scrap_aluminium,demand,2050,year,0.016243396,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2020,year,0,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2025,year,0,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2030,year,0,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2035,year,0.001389484,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2040,year,0.012203357,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2045,year,0.024189982,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polypropylene,demand,2050,year,0.029000625,Mt/y
narrow,R12_PAO,app_mat_scrap_bio-based polystyrene,demand,2020,year,0,Mt/y
